Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Units,,,,,,m2,m,m,,A,V,A,V,A/K,V/K,C,V,A,A,Ohm,Ohm,%,%/K,,,
[0],lib_manufacturer,cec_material,lib_is_bifacial,,,cec_area,,,cec_n_s,cec_i_sc_ref,cec_v_oc_ref,cec_i_mp_ref,cec_v_mp_ref,cec_alpha_sc,cec_beta_oc,cec_t_noct,cec_a_ref,cec_i_l_ref,cec_i_o_ref,cec_r_s,cec_r_sh_ref,cec_adjust,cec_gamma_r,,,
AU Optronics PM240P00_235,AU Optronics,Multi-c-Si,0,235.107,211.1,1.668,1.668,1,60,8.02,37.5,7.55,31.14,0.004732,-0.126375,45.7,1.613451,8.023292,0,0.208198,507.242171,14.389088,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM240PA0_235,AU Optronics,Multi-c-Si,0,235.107,211.1,1.668,1.668,1,60,8.02,37.5,7.55,31.14,0.004732,-0.126375,45.7,1.613451,8.023292,0,0.208198,507.242171,14.389088,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245P00_235,AU Optronics,Multi-c-Si,0,236.1088,211.3,1.611,1.639,0.983,60,8.55,37.21,8.02,29.44,0.005045,-0.125398,45.7,1.559705,8.556554,0,0.408214,532.557552,8.841407,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245P01_235,AU Optronics,Multi-c-Si,0,236.1088,211.3,1.611,1.639,0.983,60,8.55,37.21,8.02,29.44,0.005045,-0.125398,45.7,1.559705,8.556554,0,0.408214,532.557552,8.841407,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA0_235,AU Optronics,Multi-c-Si,0,236.1088,211.3,1.611,1.639,0.983,60,8.55,37.21,8.02,29.44,0.005045,-0.125398,45.7,1.559705,8.556554,0,0.408214,532.557552,8.841407,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA1_235,AU Optronics,Multi-c-Si,0,236.1088,211.3,1.611,1.639,0.983,60,8.55,37.21,8.02,29.44,0.005045,-0.125398,45.7,1.559705,8.556554,0,0.408214,532.557552,8.841407,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA2_235,AU Optronics,Multi-c-Si,0,236.1088,211.3,1.611,1.639,0.983,60,8.55,37.21,8.02,29.44,0.005045,-0.125398,45.7,1.559705,8.556554,0,0.408214,532.557552,8.841407,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA0_240,AU Optronics,Mono-c-Si,0,244.9181,214.9,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.004646,-0.130656,46.9,1.594499,8.550498,0,0.289933,235.851423,7.548366,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA1_240,AU Optronics,Mono-c-Si,0,244.9181,214.9,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.004646,-0.130656,46.9,1.594499,8.550498,0,0.289933,235.851423,7.548366,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA2_240,AU Optronics,Mono-c-Si,0,244.9181,214.9,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.004646,-0.130656,46.9,1.594499,8.550498,0,0.289933,235.851423,7.548366,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MBR_240,AU Optronics,Mono-c-Si,0,239.928,214.4,1.638,1.646,0.995,60,8.29,37.56,7.69,31.2,0.004454,-0.133864,46,1.658597,8.299109,0,0.188824,171.849094,13.438574,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MWR_240,AU Optronics,Mono-c-Si,0,239.928,214.4,1.638,1.646,0.995,60,8.29,37.56,7.69,31.2,0.004454,-0.133864,46,1.658597,8.299109,0,0.188824,171.849094,13.438574,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P00_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P01_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P02_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA0_240,AU Optronics,Multi-c-Si,0,240.165,215.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.005086,-0.126105,45.7,1.568306,8.62482,0,0.400711,716.675876,8.82577,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA1_240,AU Optronics,Multi-c-Si,0,240.165,215.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.005086,-0.126105,45.7,1.568306,8.62482,0,0.400711,716.675876,8.82577,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA2_240,AU Optronics,Multi-c-Si,0,240.165,215.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.005086,-0.126105,45.7,1.568306,8.62482,0,0.400711,716.675876,8.82577,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PB0_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PB1_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PBR_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW0_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW1_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW8_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PWR_240,AU Optronics,Multi-c-Si,0,241.266,214.2,1.638,1.646,0.995,60,8.42,36.72,7.9,30.54,0.004848,-0.122718,47.6,1.565168,8.425248,0,0.191402,307.063632,13.317754,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM220P01.0_240,AU Optronics,Multi-c-Si,0,240.5376,213.3,1.624,1.632,0.995,60,8.32,36.84,7.83,30.72,0.00807,-0.132256,46.4,1.694234,8.321768,0,0.150077,706.265554,20.881055,-0.493,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM240P00_240,AU Optronics,Multi-c-Si,0,242.372,215.7,1.668,1.668,1,60,8.5,37.32,7.9,30.68,0.005015,-0.125768,45.7,1.608621,8.511131,0,0.238772,182.339391,14.693301,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM240PA0_240,AU Optronics,Multi-c-Si,0,242.372,215.7,1.668,1.668,1,60,8.5,37.32,7.9,30.68,0.005015,-0.125768,45.7,1.608621,8.511131,0,0.238772,182.339391,14.693301,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245P00_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245P01_240,AU Optronics,Multi-c-Si,0,240.165,217.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.006275,-0.135011,45.3,1.550174,8.625485,0,0.405232,636.818169,-0.835501,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA0_240,AU Optronics,Multi-c-Si,0,240.165,215.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.005086,-0.126105,45.7,1.568306,8.62482,0,0.400711,716.675876,8.82577,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA1_240,AU Optronics,Multi-c-Si,0,240.165,215.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.005086,-0.126105,45.7,1.568306,8.62482,0,0.400711,716.675876,8.82577,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA2_240,AU Optronics,Multi-c-Si,0,240.165,215.9,1.611,1.639,0.983,60,8.62,37.42,8.1,29.65,0.005086,-0.126105,45.7,1.568306,8.62482,0,0.400711,716.675876,8.82577,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250M00_240,AU Optronics,Mono-c-Si,0,244.9181,214.9,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.004646,-0.130656,46.9,1.594499,8.550498,0,0.289933,235.851423,7.548366,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250M02_240,AU Optronics,Mono-c-Si,0,244.9181,218.1,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.005489,-0.124957,45,1.572187,8.551184,0,0.295747,225.826137,9.356681,-0.4302,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250MA0_240,AU Optronics,Mono-c-Si,0,244.9181,214.9,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.004646,-0.130656,46.9,1.594499,8.550498,0,0.289933,235.851423,7.548366,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250MA1_240,AU Optronics,Mono-c-Si,0,244.9181,214.9,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.004646,-0.130656,46.9,1.594499,8.550498,0,0.289933,235.851423,7.548366,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250MA2_240,AU Optronics,Mono-c-Si,0,244.9181,214.9,1.638,1.651,0.992,60,8.54,37.74,7.97,30.73,0.004646,-0.130656,46.9,1.594499,8.550498,0,0.289933,235.851423,7.548366,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA0_245,AU Optronics,Mono-c-Si,0,249.0102,219.5,1.638,1.651,0.992,60,8.6,37.8,8.09,30.78,0.004678,-0.130864,46.9,1.589628,8.604952,0,0.289213,502.289354,6.647592,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA1_245,AU Optronics,Mono-c-Si,0,249.0102,219.5,1.638,1.651,0.992,60,8.6,37.8,8.09,30.78,0.004678,-0.130864,46.9,1.589628,8.604952,0,0.289213,502.289354,6.647592,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA2_245,AU Optronics,Mono-c-Si,0,249.0102,219.5,1.638,1.651,0.992,60,8.6,37.8,8.09,30.78,0.004678,-0.130864,46.9,1.589628,8.604952,0,0.289213,502.289354,6.647592,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MBR_245,AU Optronics,Mono-c-Si,0,245.07,219,1.638,1.646,0.995,60,8.32,37.62,7.78,31.5,0.00447,-0.134078,46,1.660807,8.324857,0,0.152729,261.649591,13.436936,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MWR_245,AU Optronics,Mono-c-Si,0,245.07,219,1.638,1.646,0.995,60,8.32,37.62,7.78,31.5,0.00447,-0.134078,46,1.660807,8.324857,0,0.152729,261.649591,13.436936,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P00_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P01_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P02_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA0_245,AU Optronics,Multi-c-Si,0,244.3366,220.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.005121,-0.126813,45.7,1.576209,8.681986,0,0.392339,1714.413244,8.724998,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA1_245,AU Optronics,Multi-c-Si,0,244.3366,220.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.005121,-0.126813,45.7,1.576209,8.681986,0,0.392339,1714.413244,8.724998,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA2_245,AU Optronics,Multi-c-Si,0,244.3366,220.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.005121,-0.126813,45.7,1.576209,8.681986,0,0.392339,1714.413244,8.724998,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PB0_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PB1_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PBR_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW0_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW1_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW8_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PWR_245,AU Optronics,Multi-c-Si,0,246.72,218.8,1.638,1.646,0.995,60,8.46,36.9,8,30.84,0.004871,-0.12332,47.6,1.569949,8.461678,0,0.17119,863.014656,12.973714,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM240P00_245,AU Optronics,Multi-c-Si,0,247.6576,220.3,1.668,1.668,1,60,8.59,37.56,8.02,30.88,0.005068,-0.126577,45.7,1.614612,8.598643,0,0.238301,236.833947,14.146319,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM240PA0_245,AU Optronics,Multi-c-Si,0,247.6576,220.3,1.668,1.668,1,60,8.59,37.56,8.02,30.88,0.005068,-0.126577,45.7,1.614612,8.598643,0,0.238301,236.833947,14.146319,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245P00_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245P01_245,AU Optronics,Multi-c-Si,0,244.3366,222.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.006319,-0.135769,45.3,1.557983,8.682612,0,0.396843,1318.659791,-0.928509,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA0_245,AU Optronics,Multi-c-Si,0,244.3366,220.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.005121,-0.126813,45.7,1.576209,8.681986,0,0.392339,1714.413244,8.724998,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA1_245,AU Optronics,Multi-c-Si,0,244.3366,220.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.005121,-0.126813,45.7,1.576209,8.681986,0,0.392339,1714.413244,8.724998,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM245PA2_245,AU Optronics,Multi-c-Si,0,244.3366,220.5,1.611,1.639,0.983,60,8.68,37.63,8.18,29.87,0.005121,-0.126813,45.7,1.576209,8.681986,0,0.392339,1714.413244,8.724998,-0.461,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250M00_245,AU Optronics,Mono-c-Si,0,249.0102,219.5,1.638,1.651,0.992,60,8.6,37.8,8.09,30.78,0.004678,-0.130864,46.9,1.589628,8.604952,0,0.289213,502.289354,6.647592,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250MA0_245,AU Optronics,Mono-c-Si,0,249.0102,219.5,1.638,1.651,0.992,60,8.6,37.8,8.09,30.78,0.004678,-0.130864,46.9,1.589628,8.604952,0,0.289213,502.289354,6.647592,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250MA1_245,AU Optronics,Mono-c-Si,0,249.0102,219.5,1.638,1.651,0.992,60,8.6,37.8,8.09,30.78,0.004678,-0.130864,46.9,1.589628,8.604952,0,0.289213,502.289354,6.647592,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM250MA2_245,AU Optronics,Mono-c-Si,0,249.0102,219.5,1.638,1.651,0.992,60,8.6,37.8,8.09,30.78,0.004678,-0.130864,46.9,1.589628,8.604952,0,0.289213,502.289354,6.647592,-0.4512,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060M00_250,AU Optronics,Mono-c-Si,0,253.3404,224.6,1.611,1.639,0.983,60,8.66,37.86,8.22,30.82,0.005145,-0.11411,47.3,1.563653,8.753138,0,0.293327,392.406395,18.342244,-0.4373,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060M01_250,AU Optronics,Mono-c-Si,0,253.3404,224.6,1.611,1.639,0.983,60,8.66,37.86,8.22,30.82,0.005145,-0.11411,47.3,1.563653,8.753138,0,0.293327,392.406395,18.342244,-0.4373,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060M02_250,AU Optronics,Mono-c-Si,0,253.3404,224.6,1.611,1.639,0.983,60,8.66,37.86,8.22,30.82,0.005145,-0.11411,47.3,1.563653,8.753138,0,0.293327,392.406395,18.342244,-0.4373,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA0_250,AU Optronics,Mono-c-Si,0,253.3404,224.6,1.611,1.639,0.983,60,8.66,37.86,8.22,30.82,0.005145,-0.11411,47.3,1.563653,8.753138,0,0.293327,392.406395,18.342244,-0.4373,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA1_250,AU Optronics,Mono-c-Si,0,253.3404,224.6,1.611,1.639,0.983,60,8.66,37.86,8.22,30.82,0.005145,-0.11411,47.3,1.563653,8.753138,0,0.293327,392.406395,18.342244,-0.4373,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MA2_250,AU Optronics,Mono-c-Si,0,253.3404,224.6,1.611,1.639,0.983,60,8.66,37.86,8.22,30.82,0.005145,-0.11411,47.3,1.563653,8.753138,0,0.293327,392.406395,18.342244,-0.4373,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MB0_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MB1_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MB2_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MB3_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MBR_250,AU Optronics,Mono-c-Si,0,250.002,223.6,1.638,1.646,0.995,60,8.59,37.62,8.17,30.6,0.004615,-0.134078,46,1.624617,8.679025,0,0.27907,774.769989,8.957775,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MW0_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MW1_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MW2_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MW3_250,AU Optronics,Mono-c-Si,0,253.3404,223.4,1.638,1.651,0.992,60,8.66,37.86,8.22,30.82,0.005568,-0.130958,47.3,1.613049,8.751803,0,0.280886,472.16712,9.32313,-0.4556,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060MWR_250,AU Optronics,Mono-c-Si,0,250.002,223.6,1.638,1.646,0.995,60,8.59,37.62,8.17,30.6,0.004615,-0.134078,46,1.624617,8.679025,0,0.27907,774.769989,8.957775,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P00_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P01_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060P02_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA0_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA1_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PA2_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PB0_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PB1_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PBR_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW0_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW1_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
AU Optronics PM060PW8_250,AU Optronics,Multi-c-Si,0,248.4608,227.2,1.611,1.639,0.983,60,8.75,37.83,8.26,30.08,0.00637,-0.136491,45.3,1.56634,8.751024,0,0.388375,3318.892831,-0.909137,-0.4306,N,SAM 2020.2.29 r1,4/29/2020
