Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Units,,,,,,m2,m,m,,A,V,A,V,A/K,V/K,C,V,A,A,Ohm,Ohm,%,%/K,,,
[0],lib_manufacturer,cec_material,lib_is_bifacial,,,cec_area,,,cec_n_s,cec_i_sc_ref,cec_v_oc_ref,cec_i_mp_ref,cec_v_mp_ref,cec_alpha_sc,cec_beta_oc,cec_t_noct,cec_a_ref,cec_i_l_ref,cec_i_o_ref,cec_r_s,cec_r_sh_ref,cec_adjust,cec_gamma_r,,,
A10Green Technology A10J-S72-175,A10Green Technology,Mono-c-Si,0,175.0914,151.2,1.3,1.576,0.825,72,5.17,43.99,4.78,36.63,0.002146,-0.159068,49.9,1.981696,5.175703,0,0.316688,287.101849,16.057121,-0.5072,N,SAM 2020.2.29 r1,4/29/2020
A10Green Technology A10J-S72-180,A10Green Technology,Mono-c-Si,0,179.928,155.7,1.3,1.576,0.825,72,5.31,44.06,4.9,36.72,0.002204,-0.159321,49.9,1.988414,5.316148,0,0.299919,259.047638,16.418987,-0.5072,N,SAM 2020.2.29 r1,4/29/2020
A10Green Technology A10J-S72-185,A10Green Technology,Mono-c-Si,0,184.7016,160.2,1.3,1.576,0.825,72,5.43,44.14,5.03,36.72,0.002253,-0.15961,49.9,1.984817,5.435676,0,0.311962,298.423485,15.688239,-0.5072,N,SAM 2020.2.29 r1,4/29/2020
A10Green Technology A10J-M60-220,A10Green Technology,Multi-c-Si,0,219.876,189.1,1.624,1.632,0.995,60,7.95,36.06,7.3,30.12,0.004357,-0.130681,50.2,1.673094,7.959062,0,0.140393,123.168197,21.875173,-0.5196,N,SAM 2020.2.29 r1,4/29/2020
A10Green Technology A10J-M60-225,A10Green Technology,Multi-c-Si,0,224.9856,193.5,1.624,1.632,0.995,60,8.04,36.24,7.44,30.24,0.004406,-0.131334,50.2,1.671782,8.047206,0,0.14737,164.419366,20.698379,-0.5196,N,SAM 2020.2.29 r1,4/29/2020
A10Green Technology A10J-M60-230,A10Green Technology,Multi-c-Si,0,230.1288,204.1,1.624,1.632,0.995,60,8.1,36.42,7.58,30.36,0.007857,-0.130748,46.4,1.680481,8.103612,0,0.152058,340.984708,21.554341,-0.493,N,SAM 2020.2.29 r1,4/29/2020
A10Green Technology A10J-M60-235,A10Green Technology,Multi-c-Si,0,235.008,208.7,1.624,1.632,0.995,60,8.23,36.72,7.68,30.6,0.007983,-0.131825,46.4,1.696981,8.23464,0,0.151504,268.700122,21.871926,-0.493,N,SAM 2020.2.29 r1,4/29/2020
A10Green Technology A10J-M60-240,A10Green Technology,Multi-c-Si,0,240.5376,213.3,1.624,1.632,0.995,60,8.32,36.84,7.83,30.72,0.00807,-0.132256,46.4,1.694234,8.321768,0,0.150077,706.265554,20.881055,-0.493,N,SAM 2020.2.29 r1,4/29/2020
A2Peak Power POWER ON P220-6x10,A2Peak Power,Multi-c-Si,0,219.978,195,1.633,1.633,1,60,7.98,36.72,7.26,30.3,0.00399,-0.12852,47.9,1.597033,8.000232,0,0.229643,90.577365,12.217218,-0.46,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-165P,Aavid Solar,Multi-c-Si,0,164.85,146.3,1.301,1.575,0.826,72,5.25,43.5,4.71,35,0.001575,-0.170955,45,1.964632,5.274152,0,0.595855,129.523463,7.163877,-0.519,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-180M,Aavid Solar,Mono-c-Si,0,180,159.7,1.301,1.575,0.826,72,5.5,45,5,36,0.002144,-0.164185,46,1.983011,5.521,0,0.652544,170.903828,10.412369,-0.500882,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-185M,Aavid Solar,Mono-c-Si,0,184.68,164.3,1.301,1.575,0.826,72,5.55,45,5.13,36,0.002163,-0.164185,46,1.962391,5.561946,0,0.649954,301.966888,8.420096,-0.500882,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-220P,Aavid Solar,Multi-c-Si,0,220.5,196.6,1.64,1.65,0.994,60,8.08,36.8,7.35,30,0.003108,-0.123795,45.1,1.6154,8.104412,0,0.278976,92.338529,18.948549,-0.48968,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-225M,Aavid Solar,Mono-c-Si,0,225,200.9,1.64,1.65,0.994,60,8.17,37,7.5,30,0.003143,-0.124468,45.4,1.609432,8.190739,0,0.305235,120.246572,17.027899,-0.48968,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-230M,Aavid Solar,Multi-c-Si,0,229.878,206.9,1.637,1.65,0.992,60,8.34,37.2,7.74,29.7,0.008307,-0.137789,46.3,1.617702,8.354697,0,0.366789,208.144437,5.566917,-0.4419,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-235M,Aavid Solar,Mono-c-Si,0,234.98,210,1.64,1.65,0.994,60,8.24,37.3,7.58,31,0.00317,-0.125477,45.4,1.644872,8.25256,0,0.186775,122.537188,20.033448,-0.48968,N,SAM 2020.2.29 r1,4/29/2020
Aavid Solar ASMS-270P,Aavid Solar,Multi-c-Si,0,269.919,244.4,1.94,1.956,0.992,72,8.42,44.5,7.69,35.1,0.007098,-0.161579,45.4,1.895729,8.454391,0,0.511279,125.177596,3.655355,-0.4335,N,SAM 2020.2.29 r1,4/29/2020
Aavid Thermalloy ASMP-175M,Aavid Thermalloy,Mono-c-Si,0,175.062,154,1.28,1.582,0.809,72,5.25,44.2,4.89,35.8,0.002289,-0.17059,45.8,2.011291,5.255328,0,0.536521,528.664242,10.740154,-0.53583,N,SAM 2020.2.29 r1,4/29/2020
Aavid Thermalloy ASMP-180M,Aavid Thermalloy,Mono-c-Si,0,179.914,158.6,1.28,1.582,0.809,72,5.36,44.2,4.97,36.2,0.002337,-0.17059,45.8,2.031258,5.366315,0,0.427371,362.728081,12.670807,-0.53583,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 5MN6C175-A0,Ablytek,Mono-c-Si,0,175.0914,151.2,1.3,1.576,0.825,72,5.17,43.99,4.78,36.63,0.002146,-0.159068,49.9,1.981696,5.175703,0,0.316688,287.101849,16.057121,-0.5072,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 5MN6C180-A0,Ablytek,Mono-c-Si,0,179.928,155.7,1.3,1.576,0.825,72,5.31,44.06,4.9,36.72,0.002204,-0.159321,49.9,1.988414,5.316148,0,0.299919,259.047638,16.418987,-0.5072,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 5MN6C185-A0,Ablytek,Mono-c-Si,0,184.7016,160.2,1.3,1.576,0.825,72,5.43,44.14,5.03,36.72,0.002253,-0.15961,49.9,1.984817,5.435676,0,0.311962,298.423485,15.688239,-0.5072,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6PN6A220-A0,Ablytek,Multi-c-Si,0,219.876,189.1,1.624,1.632,0.995,60,7.95,36.06,7.3,30.12,0.004357,-0.130681,50.2,1.673094,7.959062,0,0.140393,123.168197,21.875173,-0.5196,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6PN6A225-A0,Ablytek,Multi-c-Si,0,224.9856,193.5,1.624,1.632,0.995,60,8.04,36.24,7.44,30.24,0.004406,-0.131334,50.2,1.671782,8.047206,0,0.14737,164.419366,20.698379,-0.5196,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6PN6A230-A0,Ablytek,Multi-c-Si,0,230.1288,204.1,1.624,1.632,0.995,60,8.1,36.42,7.58,30.36,0.007857,-0.130748,46.4,1.680481,8.103612,0,0.152058,340.984708,21.554341,-0.493,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6PN6A235-A0,Ablytek,Multi-c-Si,0,235.008,208.7,1.624,1.632,0.995,60,8.23,36.72,7.68,30.6,0.007983,-0.131825,46.4,1.696981,8.23464,0,0.151504,268.700122,21.871926,-0.493,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6PN6A240-A0,Ablytek,Multi-c-Si,0,240.5376,213.3,1.624,1.632,0.995,60,8.32,36.84,7.83,30.72,0.00807,-0.132256,46.4,1.694234,8.321768,0,0.150077,706.265554,20.881055,-0.493,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6MN6A270,Ablytek,Mono-c-Si,0,270.6432,242.1,1.627,1.64,0.992,60,9.34,38.63,8.81,30.72,0.004866,-0.121182,47.4,1.587327,9.342425,0,0.374013,1440.496086,12.656137,-0.4509,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6MN6A275,Ablytek,Mono-c-Si,0,275.1912,246.7,1.627,1.64,0.992,60,9.42,38.97,8.88,30.99,0.004908,-0.122249,47.4,1.601822,9.423126,0,0.374165,1127.446561,12.724243,-0.4509,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6MN6A280,Ablytek,Mono-c-Si,0,280.0896,251.3,1.627,1.64,0.992,60,9.51,39.31,8.96,31.26,0.004955,-0.123315,47.4,1.616261,9.513759,0,0.37392,945.873921,12.78403,-0.4509,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6MN6A285,Ablytek,Mono-c-Si,0,285.0312,256,1.627,1.64,0.992,60,9.59,39.65,9.04,31.53,0.004996,-0.124382,47.4,1.629775,9.593213,0,0.374045,1116.596258,12.724458,-0.4509,N,SAM 2020.2.29 r1,4/29/2020
Ablytek 6MN6A290,Ablytek,Mono-c-Si,0,290.016,260.6,1.627,1.64,0.992,60,9.67,39.99,9.12,31.8,0.005038,-0.125449,47.4,1.64329,9.672666,0,0.374168,1357.408121,12.665995,-0.4509,N,SAM 2020.2.29 r1,4/29/2020
AccuSolar Power ASP610-B230,AccuSolar Power,Mono-c-Si,0,230.02,201.2,1.61,1.626,0.99,60,8.69,37.19,7.75,29.68,0.003114,-0.141355,46.9,1.714764,8.737282,0,0.334811,61.534752,14.881676,-0.53729,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P210,Advance Power,Multi-c-Si,0,210.1476,186.8,1.638,1.646,0.995,60,7.6,35.94,7.09,29.64,0.004376,-0.120111,47.6,1.529645,7.608146,0,0.247801,231.180534,12.962442,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P215,Advance Power,Multi-c-Si,0,214.9692,191.3,1.638,1.646,0.995,60,7.83,36,7.18,29.94,0.004509,-0.120312,47.6,1.556229,7.844009,0,0.195624,109.341169,16.199226,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P220,Advance Power,Multi-c-Si,0,219.876,195.9,1.638,1.646,0.995,60,7.95,36.06,7.3,30.12,0.004578,-0.120513,47.6,1.561498,7.962284,0,0.172338,111.53164,16.581469,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M225,Advance Power,Mono-c-Si,0,225,200.7,1.638,1.646,0.995,60,8.11,37.02,7.5,30,0.004358,-0.131939,46,1.613476,8.125339,0,0.30842,163.061758,10.713289,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P225,Advance Power,Multi-c-Si,0,224.9676,200.5,1.638,1.646,0.995,60,8.1,36.42,7.41,30.36,0.004664,-0.121716,47.6,1.578961,8.114545,0,0.17931,99.857023,16.813553,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M230,Advance Power,Mono-c-Si,0,230.124,205.3,1.638,1.646,0.995,60,8.18,37.32,7.55,30.48,0.004395,-0.133008,46,1.636295,8.195096,0,0.270574,146.615479,11.928525,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P230,Advance Power,Multi-c-Si,0,230.124,205,1.638,1.646,0.995,60,8.17,36.6,7.55,30.48,0.004704,-0.122317,47.6,1.575754,8.181152,0,0.186422,136.579169,15.372833,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M235,Advance Power,Mono-c-Si,0,234.9864,209.8,1.638,1.646,0.995,60,8.26,37.5,7.59,30.96,0.004438,-0.13365,46,1.659796,8.274711,0,0.216058,121.312105,13.856791,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P235,Advance Power,Multi-c-Si,0,235.008,209.6,1.638,1.646,0.995,60,8.23,36.72,7.68,30.6,0.004739,-0.122718,47.6,1.572076,8.237179,0,0.185267,212.381237,14.22797,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M240,Advance Power,Mono-c-Si,0,239.928,214.4,1.638,1.646,0.995,60,8.29,37.56,7.69,31.2,0.004454,-0.133864,46,1.658597,8.299109,0,0.188824,171.849094,13.438574,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P240,Advance Power,Multi-c-Si,0,241.266,214.2,1.638,1.646,0.995,60,8.42,36.72,7.9,30.54,0.004848,-0.122718,47.6,1.565168,8.425248,0,0.191402,307.063632,13.317754,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M245,Advance Power,Mono-c-Si,0,245.07,219,1.638,1.646,0.995,60,8.32,37.62,7.78,31.5,0.00447,-0.134078,46,1.660807,8.324857,0,0.152729,261.649591,13.436936,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P245,Advance Power,Multi-c-Si,0,246.72,218.8,1.638,1.646,0.995,60,8.46,36.9,8,30.84,0.004871,-0.12332,47.6,1.569949,8.461678,0,0.17119,863.014656,12.973714,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M250,Advance Power,Mono-c-Si,0,250.002,223.6,1.638,1.646,0.995,60,8.59,37.62,8.17,30.6,0.004615,-0.134078,46,1.624617,8.679025,0,0.27907,774.769989,8.957775,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P250,Advance Power,Multi-c-Si,0,250.536,223.4,1.638,1.646,0.995,60,8.52,37.2,8.03,31.2,0.004906,-0.124322,47.6,1.589032,8.522857,0,0.15455,460.864508,13.806664,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M255,Advance Power,Mono-c-Si,0,255.51,228.2,1.638,1.646,0.995,60,8.67,37.68,8.35,30.6,0.004658,-0.134292,46,1.622442,8.845535,0,0.281642,1963.897491,8.383651,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P255,Advance Power,Multi-c-Si,0,255.0048,228,1.638,1.646,0.995,60,8.56,37.5,8.08,31.56,0.004929,-0.125325,47.6,1.603554,8.56217,0,0.139755,551.226269,14.045227,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M260,Advance Power,Mono-c-Si,0,260.1,232.9,1.638,1.646,0.995,60,8.8,37.8,8.5,30.6,0.004728,-0.134719,46,1.630531,9.073393,0,0.288533,387.909821,8.709043,-0.4796,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P260,Advance Power,Multi-c-Si,0,260.1332,231.5,1.951,1.961,0.995,72,7.83,43.2,7.24,35.93,0.004509,-0.144374,47.6,1.857821,7.840781,0,0.23736,172.384993,15.134199,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M265,Advance Power,Mono-c-Si,0,264.96,235.7,1.951,1.961,0.995,72,8.11,44.42,7.36,36,0.004324,-0.144098,47.9,1.888988,8.140556,0,0.385226,102.246056,16.067829,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P265,Advance Power,Multi-c-Si,0,264.9062,236,1.951,1.961,0.995,72,7.95,43.27,7.33,36.14,0.004578,-0.144608,47.6,1.868794,7.960898,0,0.208736,152.275549,16.039162,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M270,Advance Power,Mono-c-Si,0,269.4024,240.3,1.951,1.961,0.995,72,8.14,44.64,7.44,36.21,0.00434,-0.144812,47.9,1.891001,8.165417,0,0.381959,122.325077,15.267716,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P270,Advance Power,Multi-c-Si,0,269.9463,240.6,1.951,1.961,0.995,72,8.1,43.7,7.41,36.43,0.004664,-0.146045,47.6,1.894621,8.114531,0,0.214939,119.812098,16.818328,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M275,Advance Power,Mono-c-Si,0,275.0816,244.9,1.951,1.961,0.995,72,8.18,44.78,7.52,36.58,0.004362,-0.145266,47.9,1.89814,8.199504,0,0.341904,143.39681,15.447511,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P275,Advance Power,Multi-c-Si,0,275.0816,245.2,1.951,1.961,0.995,72,8.17,43.92,7.52,36.58,0.004704,-0.146781,47.6,1.895741,8.182673,0,0.221689,142.922675,15.898606,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M280,Advance Power,Mono-c-Si,0,280.136,249.5,1.951,1.961,0.995,72,8.21,44.86,7.6,36.86,0.004378,-0.145526,47.9,1.900086,8.22399,0,0.309335,181.534892,15.327907,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P280,Advance Power,Multi-c-Si,0,280.1736,249.8,1.951,1.961,0.995,72,8.23,44.06,7.63,36.72,0.004739,-0.147249,47.6,1.893981,8.239776,0,0.219636,184.904974,15.058067,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M285,Advance Power,Mono-c-Si,0,285.3144,254,1.951,1.961,0.995,72,8.39,44.21,7.77,36.72,0.004474,-0.143417,47.9,1.883902,8.401552,0,0.238597,173.295557,16.659144,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P285,Advance Power,Multi-c-Si,0,285.1225,256.9,1.951,1.961,0.995,72,8.32,44.21,7.75,36.79,0.004993,-0.14523,46.2,1.876993,8.328574,0,0.23235,225.477627,14.353545,-0.4402,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M290,Advance Power,Mono-c-Si,0,290.088,258.6,1.951,1.961,0.995,72,8.48,44.43,7.9,36.72,0.004522,-0.144131,47.9,1.881076,8.489809,0,0.266206,230.131173,15.277393,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P290,Advance Power,Multi-c-Si,0,292.8484,261.5,1.951,1.961,0.995,72,8.46,44.28,7.96,36.79,0.005077,-0.14546,46.2,1.867061,8.464316,0,0.240321,471.071651,12.928429,-0.4402,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M295,Advance Power,Mono-c-Si,0,295.2288,263.2,1.951,1.961,0.995,72,8.52,44.57,8.04,36.72,0.004543,-0.144585,47.9,1.869443,8.523041,0,0.285737,800.588583,13.320504,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P295,Advance Power,Multi-c-Si,0,296.08,266.1,1.951,1.961,0.995,72,8.49,44.42,8,37.01,0.005095,-0.14592,46.2,1.874347,8.493502,0,0.225407,546.468794,13.097021,-0.4402,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M300,Advance Power,Mono-c-Si,0,300.0024,267.8,1.951,1.961,0.995,72,8.58,44.71,8.17,36.72,0.004575,-0.145039,47.9,1.872088,8.6695,0,0.298445,698.962366,12.946496,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P300,Advance Power,Multi-c-Si,0,303.163,270.7,1.951,1.961,0.995,72,8.54,44.86,8.05,37.66,0.005125,-0.147365,46.2,1.90068,8.542969,0,0.185136,532.52208,13.984923,-0.4402,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M305,Advance Power,Mono-c-Si,0,305.1432,272.4,1.951,1.961,0.995,72,8.72,44.86,8.31,36.72,0.00465,-0.145526,47.9,1.873923,8.81044,0,0.312209,848.680181,12.438546,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P305,Advance Power,Multi-c-Si,0,305.9896,275.4,1.951,1.961,0.995,72,8.56,45,8.08,37.87,0.005137,-0.147825,46.2,1.907706,8.562361,0,0.172328,624.732656,14.118203,-0.4402,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M310,Advance Power,Mono-c-Si,0,310.284,277,1.951,1.961,0.995,72,8.79,45,8.45,36.72,0.004687,-0.14598,47.9,1.876886,8.970865,0,0.323594,693.237712,12.104552,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P310,Advance Power,Multi-c-Si,0,310.2432,277.3,1.951,1.961,0.995,72,8.62,45.22,8.16,38.02,0.004963,-0.151125,47.6,1.929297,8.621243,0,0.173687,1204.63254,13.576924,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M315,Advance Power,Mono-c-Si,0,315.0576,281.6,1.951,1.961,0.995,72,8.89,45.22,8.58,36.72,0.00474,-0.146694,47.9,1.876637,9.069736,0,0.346641,3002.851061,11.050271,-0.4485,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P315,Advance Power,Multi-c-Si,0,316.828,281.9,1.951,1.961,0.995,72,8.67,45.58,8.24,38.45,0.004992,-0.152328,47.6,1.954336,8.759769,0,0.152418,434.905781,14.612455,-0.4501,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P320,Advance Power,Multi-c-Si,0,320.25,288.7,1.94,,,72,9.38,45.5,8.75,36.6,0.00469,-0.1456,47.7,1.834884,9.395664,0,0.396393,237.36659,6.334727,-0.42,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P325,Advance Power,Multi-c-Si,0,325.089,293.4,1.94,,,72,9.44,45.8,8.81,36.9,0.00472,-0.14656,47.7,1.848182,9.455137,0,0.388649,242.376187,6.474778,-0.42,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M330,Advance Power,Mono-c-Si,0,329.875,302.4,1.94,,,72,9.57,46.8,8.75,37.7,0.003828,-0.1404,44.6,1.885836,9.60619,0,0.397226,105.040453,13.27569,-0.42,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P330,Advance Power,Multi-c-Si,0,329.964,298,1.94,,,72,9.5,46.1,8.87,37.2,0.00475,-0.14752,47.7,1.861476,9.514623,0,0.381014,247.530044,6.612605,-0.42,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M335,Advance Power,Mono-c-Si,0,335.16,307.1,1.94,,,72,9.61,47,8.82,38,0.003844,-0.141,44.6,1.893694,9.641333,0,0.378964,116.228438,13.276362,-0.42,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-P335,Advance Power,Multi-c-Si,0,336.144,302.7,1.94,,,72,9.56,46.4,8.94,37.6,0.00478,-0.14848,47.7,1.876421,9.572815,0,0.360408,268.867172,6.941837,-0.42,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M340,Advance Power,Mono-c-Si,0,343.168,311.8,1.94,,,72,9.64,47.2,8.96,38.3,0.003856,-0.1416,44.6,1.891958,9.658963,0,0.362158,184.104763,12.195565,-0.42,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M345,Advance Power,Mono-c-Si,0,344.832,315.8,1.94,,,72,9.72,47.3,8.98,38.4,0.003888,-0.1419,44.6,1.922979,9.74363,0,0.352268,144.904855,15.36281,-0.43,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M350,Advance Power,Mono-c-Si,0,350.35,320.5,1.94,,,72,9.81,47.4,9.1,38.5,0.003924,-0.1422,44.6,1.923098,9.830164,0,0.347745,169.179667,14.92322,-0.43,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M355,Advance Power,Mono-c-Si,0,355.506,325.5,1.94,,,72,9.9,47.5,9.21,38.6,0.004158,-0.13395,46.7,1.834772,9.920777,0,0.363881,173.38264,10.664539,-0.386,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M360,Advance Power,Mono-c-Si,0,359.752,330.2,1.94,,,72,9.99,47.6,9.32,38.6,0.004196,-0.134232,46.7,1.833762,10.008666,0,0.371643,198.907027,10.071823,-0.386,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M365,Advance Power,Mono-c-Si,0,364.941,334.9,1.94,,,72,10.08,47.7,9.43,38.7,0.004234,-0.134514,46.7,1.835389,10.096039,0,0.366837,230.539223,9.810203,-0.386,N,SAM 2020.2.29 r1,4/29/2020
Advance Power API-M370,Advance Power,Mono-c-Si,0,370.152,339.6,1.94,,,72,10.17,47.8,9.54,38.8,0.004271,-0.134796,46.7,1.837077,10.18345,0,0.362118,273.8167,9.556926,-0.386,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API-150,Advance Solar Hydro Wind Power,Mono-c-Si,0,150.075,132.4,1.279,1.581,0.809,72,5.05,41.8,4.35,34.5,0.004848,-0.175142,45.8,2.094548,5.068508,0,0.276891,75.55188,19.198013,-0.509,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API-160,Advance Solar Hydro Wind Power,Mono-c-Si,0,160.54,141.5,1.279,1.581,0.809,72,5.15,42.8,4.6,34.9,0.004944,-0.179332,45.8,2.068461,5.167524,0,0.42467,124.800343,12.407079,-0.509,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API-165,Advance Solar Hydro Wind Power,Mono-c-Si,0,165.54,146,1.279,1.581,0.809,72,5.2,43.2,4.65,35.6,0.004992,-0.181008,45.8,2.100898,5.21346,0,0.32753,126.533912,13.631369,-0.509,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API-170,Advance Solar Hydro Wind Power,Mono-c-Si,0,170.05,150.5,1.279,1.581,0.809,72,5.25,43.6,4.75,35.8,0.00504,-0.182684,45.8,2.097444,5.262001,0,0.369481,161.639298,11.624435,-0.509,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API-175,Advance Solar Hydro Wind Power,Mono-c-Si,0,175.57,155.1,1.279,1.581,0.809,72,5.3,43.9,4.85,36.2,0.005088,-0.183941,45.8,2.100978,5.308183,0,0.337788,218.769329,10.719984,-0.509,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API-180,Advance Solar Hydro Wind Power,Mono-c-Si,0,180.32,159.7,1.279,1.581,0.809,72,5.35,44.2,4.9,36.8,0.005136,-0.185198,45.8,2.127349,5.356092,0,0.25073,220.188626,11.815803,-0.509,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API156P-200,Advance Solar Hydro Wind Power,Multi-c-Si,0,200.039,179.9,1.621,1.644,0.986,60,7.75,36,6.97,28.7,0.005812,-0.131436,46,1.55034,7.79183,0,0.39895,73.915676,5.211612,-0.4364,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API156P-210,Advance Solar Hydro Wind Power,Multi-c-Si,0,209.948,189.1,1.621,1.644,0.986,60,7.86,36.4,7.19,29.2,0.005895,-0.132896,46,1.556816,7.886301,0,0.369144,110.318971,3.973267,-0.4364,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API156P-220,Advance Solar Hydro Wind Power,Multi-c-Si,0,220.222,198.3,1.621,1.644,0.986,60,8,36.8,7.39,29.8,0.006,-0.134357,46,1.573491,8.017116,0,0.322672,150.81392,3.984144,-0.4364,N,SAM 2020.2.29 r1,4/29/2020
Advance Solar Hydro Wind Power API156P-230,Advance Solar Hydro Wind Power,Multi-c-Si,0,229.8,207.5,1.621,1.644,0.986,60,8.18,37,7.66,30,0.006135,-0.135087,46,1.570233,8.187632,0,0.313111,335.599858,2.60389,-0.4364,N,SAM 2020.2.29 r1,4/29/2020
Advanced Renewable Energy AREi-210W-M6-G,Advanced Renewable Energy,Multi-c-Si,0,210.384,187.4,1.616,1.637,0.987,60,7.74,36.3,7.2,29.22,0.004284,-0.128266,44.5,1.612667,7.750168,0,0.338323,257.535981,15.731756,-0.507476,N,SAM 2020.2.29 r1,4/29/2020
