Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_ low,VPmax_ low,IPmax_ NOCT,VPmax_ NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6P-325W,325 W Polycrystalline Module_ White Backsheet_ White Frame,UL 1703,325,296.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.923,72,1,N,9.28,46.31,8.72,37.28,45.3,-0.422,0.0551,-0.313,0.0599,-0.435,1.68,37,6.97,34.69,Rack,Flat Plate,0.986,1.95,1,0.191394767,4/2/2018,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6P-330W,330 W Polycrystalline Module_ White Backsheet_ White Frame,UL 1703,330,301.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.923,72,1,N,9.35,46.65,8.78,37.58,45.3,-0.422,0.0551,-0.313,0.0599,-0.435,1.69,37.3,7.02,34.97,Rack,Flat Plate,0.986,1.95,1,0.191319123,4/2/2018,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-335W,335 W Monocrystalline Module_ White Backsheet_ White Frame,UL 1703,335,306.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.923,72,1,N,9.33,46.75,8.83,37.94,45.2,-0.421,0.0491,-0.297,-0.0035,-0.418,1.72,37.03,7.1,34.86,Rack,Flat Plate,0.986,1.95,1,0.1905986,4/2/2018,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6P-335W,335 W Polycrystalline Module_ White Backsheet_ White Frame,UL 1703,335,306,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.923,72,1,N,9.47,46.83,8.84,37.9,45.3,-0.422,0.0551,-0.313,0.0599,-0.435,1.7,37.61,7.06,35.27,Rack,Flat Plate,0.986,1.95,1,0.191367286,4/2/2018,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-340W,340 W Monocrystalline Module_ White Backsheet_ White Frame,UL 1703,340,310.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.923,72,1,N,9.41,46.91,8.91,38.17,45.2,-0.421,0.0491,-0.297,-0.0035,-0.418,1.74,37.25,7.16,35.07,Rack,Flat Plate,0.986,1.95,1,0.190645882,4/2/2018,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-345W,345 W Monocrystalline Module_ White Backsheet_ White Frame,UL 1703,345,315.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.923,72,1,N,9.48,47.13,8.99,38.38,45.2,-0.421,0.0491,-0.297,-0.0035,-0.418,1.76,37.46,7.22,35.26,Rack,Flat Plate,0.986,1.95,1,0.190612795,4/2/2018,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-350W,350 W Monocrystalline Module_ White Backsheet_ White Frame,UL 1703,350,320.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.923,72,1,N,9.59,47.64,9.09,38.51,45.2,-0.421,0.0491,-0.297,-0.0035,-0.418,1.78,37.58,7.3,35.38,Rack,Flat Plate,0.986,1.95,1,0.190623237,4/2/2018,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-BHC-355W,355 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,355,328.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.78,60,2,N,11.24,40.3,10.54,33.7,45.4,-0.381,0.062,-0.313,,,2.12,31.96,8.5,31.1,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-355W,355 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,355,327.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.81,60,2,N,11.25,40.3,10.51,33.8,46,-0.38,0.055,-0.279,,,2.12,32.44,8.49,31.4,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-355W Black,355W Monocrystalline module_ black backsheet,UL 61730,355,331.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.83,40,3,N,11.25,40.3,10.51,33.8,44.2,-0.359,0.053,-0.281,,,2.16,32.24,7.38,35.5,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-BHC-360W,360 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,360,333.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.78,60,2,N,11.33,40.5,10.62,33.9,45.4,-0.381,0.062,-0.313,,,2.14,32.15,8.56,31.3,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-360W,360 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,360,332.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.81,60,2,N,11.35,40.5,10.59,34,46,-0.38,0.055,-0.279,,,2.13,32.63,8.55,31.6,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-360W Black,360W Monocrystalline module_ black backsheet,UL 61730,360,335.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.83,40,3,N,11.35,40.5,10.59,34,44.2,-0.359,0.053,-0.281,,,2.18,32.43,7.44,35.7,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-BHC-365W,365 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,365,337.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.78,60,2,N,11.41,40.7,10.71,34.1,45.4,-0.381,0.062,-0.313,,,2.16,32.34,8.64,31.5,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-365W,365 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,365,337,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.81,60,2,N,11.43,40.7,10.68,34.2,46,-0.38,0.055,-0.279,,,2.15,32.82,8.62,31.8,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-365W Black,365W Monocrystalline module_ black backsheet,UL 61730,365,340.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.83,40,3,N,11.43,40.7,10.68,34.2,44.2,-0.359,0.053,-0.281,,,2.2,32.62,7.5,35.9,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-BHC-370W,370 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,370,342.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.78,60,2,N,11.5,40.9,10.79,34.3,45.4,-0.381,0.062,-0.313,,,2.17,32.53,8.7,31.7,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-370W,370 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,370,341.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.81,60,2,N,11.52,40.9,10.76,34.4,46,-0.38,0.055,-0.279,,,2.17,33.01,8.69,32,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-370W Black,370W Monocrystalline module_ black backsheet,UL 61730,370,345.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.83,40,3,N,11.52,40.9,10.76,34.4,44.2,-0.359,0.053,-0.281,,,2.21,32.82,7.56,36.1,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-BHC-375W,375 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,375,347.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.78,60,2,N,11.59,41.1,10.87,34.5,45.4,-0.381,0.062,-0.313,,,2.19,32.72,8.77,31.9,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-375W,375 W_ 120 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,375,346.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.81,60,2,N,11.6,41.1,10.84,34.6,46,-0.38,0.055,-0.279,,,2.19,33.21,8.75,32.2,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M120-HC-375W Black,375W Monocrystalline module_ black backsheet,UL 61730,375,350.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.83,40,3,N,11.6,41.1,10.84,34.6,44.2,-0.359,0.053,-0.281,,,2.23,33.01,7.62,36.4,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-BHC-395W,395 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,395,367.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,2,N,10.29,48.7,9.76,40.5,45.4,-0.361,0.043,-0.261,,,1.93,39.07,7.76,38.2,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-HC-395W,395 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,395,365.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.91,72,2,N,10.37,48.7,9.86,40.1,46.5,-0.365,0.042,-0.263,,,1.91,39.18,7.68,38.3,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-BHC-400W,400 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,400,371.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,2,N,10.33,48.9,9.81,40.8,45.4,-0.361,0.043,-0.261,,,1.94,39.36,7.81,38.5,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-HC-400W,400 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,400,370.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.91,72,2,N,10.45,49,9.93,40.3,46.5,-0.365,0.042,-0.263,,,1.93,39.37,7.73,38.5,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-BHC-405W,405 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,405,376.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,2,N,10.37,49.1,9.86,41.1,45.4,-0.361,0.043,-0.261,,,1.95,39.65,7.84,38.8,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-HC-405W,405 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,405,375,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.91,72,2,N,10.52,49.2,10,40.5,46.5,-0.365,0.042,-0.263,,,1.94,39.57,7.79,38.7,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-BHC-410W,410 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,410,381.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.95,72,2,N,10.41,49.3,9.91,41.4,45.4,-0.361,0.043,-0.261,,,1.96,39.94,7.88,39.1,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M-HC-410W,410 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,410,379.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.91,72,2,N,10.59,49.4,10.08,40.7,46.5,-0.365,0.042,-0.263,,,1.96,39.76,7.85,38.9,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-BHC-430W,430 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,430,397.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.14,72,2,N,11.3,48.9,10.6,40.6,45.4,-0.381,0.062,-0.313,,,2.14,39.11,8.52,37.9,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-HC-430W,430 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,430,397,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.12,72,2,N,11.19,49.2,10.6,40.6,46,-0.38,0.055,-0.279,,,2.14,39.09,8.52,37.9,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-BHC-435W,435 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,435,402.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.14,72,2,N,11.36,49.1,10.67,40.8,45.4,-0.381,0.062,-0.313,,,2.15,39.31,8.57,38.1,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-HC-435W,435 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,435,401.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.12,72,2,N,11.26,49.4,10.67,40.8,46,-0.38,0.055,-0.279,,,2.15,39.28,8.58,38.1,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-BHC-440W,440 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,440,407.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.14,72,2,N,11.45,49.3,10.74,41,45.4,-0.381,0.062,-0.313,,,2.17,39.5,8.63,38.3,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-HC-440W,440 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,440,406.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.12,72,2,N,11.33,49.6,10.74,41,46,-0.38,0.055,-0.279,,,2.16,39.48,8.63,38.2,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-BHC-445W,445 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,445,412.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.14,72,2,N,11.52,49.5,10.81,41.2,45.4,-0.381,0.062,-0.313,,,2.18,39.69,8.69,38.5,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-HC-445W,445 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,445,411.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.12,72,2,N,11.4,49.8,10.81,41.2,46,-0.38,0.055,-0.279,,,2.18,39.67,8.69,38.4,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-BHC-450W,450 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,450,416.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.14,72,2,N,11.58,49.6,10.87,41.4,45.4,-0.381,0.062,-0.313,,,2.19,39.88,8.73,38.7,,,,,,,4/21/2022,
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,AS-6M144-HC-450W,450 W_ 144 half-cut cell monocrystalline module_ 1500V max system Vdc,UL 61730,450,416.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,2.12,72,2,N,11.47,50,10.88,41.4,46,-0.38,0.055,-0.279,,,2.19,39.86,8.75,38.6,,,,,,,4/21/2022,
Andalay Solar,ST-175-1AC1-A-A,175 W DC_ Monocrystalline ACPV Module,UL 1741,175,157.5,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.2,44.2,4.95,35.2,46.4,-0.435,0.044,-0.322,-0.027,-0.412,0.99,34.62,4.03,32.01,Rack,Flat Plate,0.808,1.58,1,0.195060917,,
Andalay Solar,ST-175-1AC3-B-A,175 W DC_ Monocrystalline ACPV Module,UL 1741,175,157.5,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.2,44.2,4.95,35.2,46.4,-0.435,0.044,-0.322,-0.027,-0.412,0.99,34.62,4.03,32.01,Rack,Flat Plate,0.808,1.58,1,0.195060917,,
Andalay Solar,ST-185-1AC1-A-A,185 W DC_ Monocrystalline ACPV Module,UL 1741,185,167.2,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.43,45,5.09,36.4,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.01,35.93,4.01,33.11,Rack,Flat Plate,0.808,1.58,1,0.19584304,,
Andalay Solar,ST-185-1AC1-A-B,185 W DC_ Monocrystalline ACPV Module,UL 1741,185,167.2,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.43,45,5.09,36.4,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.01,35.93,4.01,33.11,Rack,Flat Plate,0.808,1.58,1,0.19584304,,
Andalay Solar,ST-185-1AC3-B-A,185 W DC_ Monocrystalline ACPV Module,UL 1741,185,167.2,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.43,45,5.09,36.4,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.01,35.93,4.01,33.11,Rack,Flat Plate,0.808,1.58,1,0.19584304,,
Andalay Solar,ST-185-1AC3-B-B,185 W DC_ Monocrystalline ACPV Module,UL 1741,185,167.2,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.43,45,5.09,36.4,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.01,35.93,4.01,33.11,Rack,Flat Plate,0.808,1.58,1,0.19584304,,
Andalay Solar,ST-190-1AC1-A-B,190 W DC_ Monocrystalline ACPV Module,UL 1741,190,171.8,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.62,45.2,5.2,36.6,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.03,36.12,4.09,33.29,Rack,Flat Plate,0.808,1.58,1,0.195880648,,
Andalay Solar,ST-190-1AC3-B-B,190 W DC_ Monocrystalline ACPV Module,UL 1741,190,171.8,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.62,45.2,5.2,36.6,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.03,36.12,4.09,33.29,Rack,Flat Plate,0.808,1.58,1,0.195880648,,
Andalay Solar,ST-195-1AC1-A-B,195 W DC_ Monocrystalline ACPV Module,UL 1741,195,176.5,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.69,45.4,5.33,36.6,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.06,36.12,4.19,33.29,Rack,Flat Plate,0.808,1.58,1,0.195629519,,
Andalay Solar,ST-195-1AC3-B-B,195 W DC_ Monocrystalline ACPV Module,UL 1741,195,176.5,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.277,72,1,N,5.69,45.4,5.33,36.6,45.8,-0.436,0.055,-0.326,-0.025,-0.413,1.06,36.12,4.19,33.29,Rack,Flat Plate,0.808,1.58,1,0.195629519,,
Andalay Solar,LW-230-1-AC0-D-B,230 W DC_ Polycrystalline ACPV Module,UL 1741,230,204.4,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.38,36.6,7.87,29.2,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.58,28.46,6.38,26,Rack,Flat Plate,0.985,1.644,1,0.195694564,,
Andalay Solar,LW-230-1-AC1-A-B,230 W DC_ Polycrystalline ACPV Module,UL 1741,230,204.4,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.38,36.6,7.87,29.2,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.58,28.46,6.38,26,Rack,Flat Plate,0.985,1.644,1,0.195694564,,
Andalay Solar,LW-230-1-AC2-D-B,230 W DC_ Polycrystalline ACPV Module,UL 1741,230,204.4,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.38,36.6,7.87,29.2,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.58,28.46,6.38,26,Rack,Flat Plate,0.985,1.644,1,0.195694564,,
Andalay Solar,LW-230-1-AC3-B-B,230 W DC_ Polycrystalline ACPV Module,UL 1741,230,204.4,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.38,36.6,7.87,29.2,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.58,28.46,6.38,26,Rack,Flat Plate,0.985,1.644,1,0.195694564,,
Andalay Solar,LW-235-1-AC0-D-B,235 W DC_ Polycrystalline ACPV Module,UL 1741,235,209,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.45,37.2,8,29.6,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.61,28.85,6.49,26.35,Rack,Flat Plate,0.985,1.644,1,0.197361688,,
Andalay Solar,LW-235-1-AC1-A-B,235 W DC_ Polycrystalline ACPV Module,UL 1741,235,209,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.45,37.2,8,29.6,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.61,28.85,6.49,26.35,Rack,Flat Plate,0.985,1.644,1,0.197361688,,
Andalay Solar,LW-235-1-AC2-D-B,235 W DC_ Polycrystalline ACPV Module,UL 1741,235,209,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.45,37.2,8,29.6,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.61,28.85,6.49,26.35,Rack,Flat Plate,0.985,1.644,1,0.197361688,,
Andalay Solar,LW-235-1-AC3-B-B,235 W DC_ Polycrystalline ACPV Module,UL 1741,235,209,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.45,37.2,8,29.6,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.61,28.85,6.49,26.35,Rack,Flat Plate,0.985,1.644,1,0.197361688,,
Andalay Solar,LW-240-1-AC0-D-B,240 W DC_ Polycrystalline ACPV Module,UL 1741,240,213.6,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.56,37.4,8.05,29.8,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.62,29.05,6.53,26.53,Rack,Flat Plate,0.985,1.644,1,0.195771703,,
Andalay Solar,LW-240-1-AC1-A-B,240 W DC_ Polycrystalline ACPV Module,UL 1741,240,213.6,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.56,37.4,8.05,29.8,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.62,29.05,6.53,26.53,Rack,Flat Plate,0.985,1.644,1,0.195771703,,
Andalay Solar,LW-240-1-AC2-D-B,240 W DC_ Polycrystalline ACPV Module,UL 1741,240,213.6,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.56,37.4,8.05,29.8,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.62,29.05,6.53,26.53,Rack,Flat Plate,0.985,1.644,1,0.195771703,,
Andalay Solar,LW-240-1-AC3-B-B,240 W DC_ Polycrystalline ACPV Module,UL 1741,240,213.6,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.619,60,1,N,8.56,37.4,8.05,29.8,48.2,-0.45,0.06,-0.34,-0.01,-0.45,1.62,29.05,6.53,26.53,Rack,Flat Plate,0.985,1.644,1,0.195771703,,
Andalay Solar,TW-240-1-AC2-D-B,240 W DC_ Polycrystalline ACPV Module,UL 1741,240,212.4,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.277,72,1,N,8.48,36.2,7.86,30.5,48.8,-0.49,0.06,-0.36,-0.01,-0.48,1.55,29.46,6.29,27.25,Rack,Flat Plate,0.808,1.58,1,0.190525971,,
Andalay Solar,TW-245-1-AC2-D-B,245 W DC_ Polycrystalline ACPV Module,UL 1741,245,217,This component is specific to ACPV modules and is not available individually.,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.277,72,1,N,8.59,36.4,7.97,30.75,48.8,-0.49,0.06,-0.36,-0.01,-0.48,1.57,29.7,6.37,27.48,Rack,Flat Plate,0.808,1.58,1,0.19080089,,
