Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Units,,,,,,m2,m,m,,A,V,A,V,A/K,V/K,C,V,A,A,Ohm,Ohm,%,%/K,,,
[0],lib_manufacturer,cec_material,lib_is_bifacial,,,cec_area,,,cec_n_s,cec_i_sc_ref,cec_v_oc_ref,cec_i_mp_ref,cec_v_mp_ref,cec_alpha_sc,cec_beta_oc,cec_t_noct,cec_a_ref,cec_i_l_ref,cec_i_o_ref,cec_r_s,cec_r_sh_ref,cec_adjust,cec_gamma_r,,,
Grape Solar GS-P-280-Fab1,Grape Solar,Multi-c-Si,0,279.956000,251,1.968000,1.968,1,72,8.460000,44.500000,7.820000,35.800000,0.004230,-0.146850,46.600000,1.862312,8.480023,0.000000,0.413291,174.621303,10.812343,-0.450000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-280-Fab2,Grape Solar,Multi-c-Si,0,280.018200,254.800000,1.940000,1.956,0.992,72,8.520000,44,7.980000,35.090000,0.003911,-0.135520,45.600000,1.737051,8.531857,0.000000,0.473301,340.088266,5.938982,-0.412000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-S-280-Fab1,Grape Solar,Mono-c-Si,0,279.956000,250.700000,1.968000,1.968,1,72,8.860000,44.500000,7.820000,35.800000,0.005316,-0.146850,46.400000,1.953305,8.917626,0.000000,0.378488,58.192003,20.763454,-0.460000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-S-280-Fab5,Grape Solar,Mono-c-Si,0,280.136000,249.900000,1.940000,1.96,0.99,72,8.130000,44.210000,7.600000,36.860000,0.005203,-0.142356,46.700000,1.926935,8.135707,0.000000,0.213677,304.414177,22.593101,-0.467000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M60-285-Fab1-USA,Grape Solar,Multi-c-Si,0,284.887200,261.400000,1.627000,1.64,0.992,60,9.480000,39.430000,8.970000,31.760000,0.003792,-0.118290,44.600000,1.558797,9.482474,0.000000,0.339227,1299.991976,9.221959,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P-285-Fab1,Grape Solar,Multi-c-Si,0,285.120000,255.600000,1.968000,1.968,1,72,8.560000,44.600000,7.920000,36,0.004280,-0.147180,46.600000,1.869105,8.578801,0.000000,0.391586,178.286618,11.115695,-0.450000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-285-Fab2,Grape Solar,Multi-c-Si,0,285.678000,259.400000,1.940000,1.956,0.992,72,8.600000,44.300000,8.070000,35.400000,0.003947,-0.136444,45.600000,1.749082,8.610028,0.000000,0.461724,395.986765,5.972794,-0.412000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-S-285-Fab1,Grape Solar,Mono-c-Si,0,285.120000,255.300000,1.968000,1.968,1,72,8.560000,44.600000,7.920000,36,0.005136,-0.147180,46.400000,1.903957,8.577667,0.000000,0.382522,185.343587,14.995808,-0.460000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M60-290-Fab1-USA,Grape Solar,Multi-c-Si,0,289.920000,266.100000,1.627000,1.64,0.992,60,9.620000,39.770000,9.060000,32,0.003848,-0.119310,44.600000,1.575250,9.627201,0.000000,0.341526,456.244521,9.618625,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P-290-Fab1,Grape Solar,Multi-c-Si,0,289.800000,260.200000,1.968000,1.968,1,72,8.760000,44.800000,8.050000,36,0.004380,-0.147840,46.600000,1.880129,8.786101,0.000000,0.407367,136.718430,11.370717,-0.450000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-290-Fab2,Grape Solar,Multi-c-Si,0,290.904000,264.100000,1.940000,1.956,0.992,72,8.670000,44.600000,8.160000,35.650000,0.003980,-0.137368,45.600000,1.758396,8.677127,0.000000,0.459515,559.012938,5.680838,-0.412000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-S-290-Fab1,Grape Solar,Mono-c-Si,0,289.800000,259.900000,1.968000,1.968,1,72,8.760000,44.800000,8.050000,36,0.005256,-0.147840,46.400000,1.915215,8.784765,0.000000,0.398408,140.928335,15.257093,-0.460000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M60-295-Fab1-USA,Grape Solar,Multi-c-Si,0,294.996000,270.400000,1.627000,1.64,0.992,60,9.770000,40.110000,9.150000,32.240000,0.004103,-0.113110,46.700000,1.534763,9.785475,0.000000,0.356736,225.219864,8.543437,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P-295-Fab1,Grape Solar,Multi-c-Si,0,294.840000,264.800000,1.968000,1.968,1,72,8.810000,44.800000,8.190000,36,0.004405,-0.147840,46.600000,1.867374,8.826040,0.000000,0.405990,222.986822,9.998785,-0.450000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-295-Fab2,Grape Solar,Multi-c-Si,0,295.020000,268.800000,1.940000,1.956,0.992,72,8.750000,44.900000,8.250000,35.760000,0.004016,-0.138292,45.600000,1.765015,8.755250,0.000000,0.476756,794.643591,5.059041,-0.412000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-S-295-Fab1,Grape Solar,Mono-c-Si,0,294.840000,264.500000,1.968000,1.968,1,72,8.710000,44.800000,8.190000,36,0.005226,-0.147840,46.400000,1.889653,8.714837,0.000000,0.402706,725.209178,12.509928,-0.460000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M60-300-Fab1-USA,Grape Solar,Multi-c-Si,0,300.115200,275.100000,1.627000,1.64,0.992,60,9.910000,40.450000,9.240000,32.480000,0.004162,-0.114069,46.700000,1.550532,9.930718,0.000000,0.358977,171.705187,8.923831,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-300-Fab2,Grape Solar,Multi-c-Si,0,300.018400,270.600000,1.938000,1.956,0.991,72,8.730000,45.200000,8.240000,36.410000,0.004365,-0.140120,47.900000,1.791007,8.734484,0.000000,0.421496,820.637039,6.035858,-0.410000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-305-Fab2,Grape Solar,Multi-c-Si,0,305.060100,275.300000,1.938000,1.956,0.991,72,8.790000,45.350000,8.310000,36.710000,0.004395,-0.140585,47.900000,1.800247,8.793247,0.000000,0.394792,1068.763232,6.438653,-0.410000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-310-Fab2,Grape Solar,Multi-c-Si,0,310.060000,279.900000,1.938000,1.956,0.991,72,8.850000,45.450000,8.380000,37,0.004425,-0.140895,47.900000,1.808303,8.852176,0.000000,0.363881,1480.222918,6.934518,-0.410000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-315-Fab2,Grape Solar,Multi-c-Si,0,315.016000,284.500000,1.938000,1.956,0.991,72,8.910000,45.600000,8.450000,37.280000,0.004455,-0.141360,47.900000,1.816966,8.911176,0.000000,0.340915,2582.382921,7.263461,-0.410000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-320-Fab2,Grape Solar,Multi-c-Si,0,320.011200,289.200000,1.938000,1.956,0.991,72,8.970000,45.750000,8.520000,37.560000,0.004485,-0.141825,47.900000,1.825614,8.970293,0.000000,0.318345,9748.066658,7.588538,-0.410000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-325-Fab2,Grape Solar,Multi-c-Si,0,325.045600,293.800000,1.938000,1.956,0.991,72,9.030000,45.900000,8.590000,37.840000,0.004515,-0.142290,47.900000,1.843456,9.126401,0.000000,0.291998,436.501936,8.944521,-0.410000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-P72-330-Fab2,Grape Solar,Multi-c-Si,0,330.032600,298.500000,1.938000,1.956,0.991,72,9.090000,46.050000,8.660000,38.110000,0.004545,-0.142755,47.900000,1.851873,9.185898,0.000000,0.271536,498.759167,9.234706,-0.410000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M72-340-Fab1-USA,Grape Solar,Multi-c-Si,0,343.347200,311.800000,1.940000,1.956,0.992,72,9.640000,47.180000,8.960000,38.320000,0.003856,-0.141540,44.600000,1.892160,9.658774,0.000000,0.357262,183.449197,12.314507,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M72-345-Fab1-USA,Grape Solar,Multi-c-Si,0,344.832000,315.800000,1.940000,1.956,0.992,72,9.720000,47.280000,8.980000,38.400000,0.003888,-0.141840,44.600000,1.922629,9.743511,0.000000,0.349992,144.696897,15.417543,-0.430000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M72-350-Fab1-USA,Grape Solar,Multi-c-Si,0,350.168000,320.500000,1.940000,1.956,0.992,72,9.810000,47.370000,9.100000,38.480000,0.003924,-0.142110,44.600000,1.922004,9.830138,0.000000,0.346961,169.014399,14.937786,-0.430000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M72-355-Fab1-USA,Grape Solar,Multi-c-Si,0,355.045500,325.500000,1.940000,1.956,0.992,72,9.900000,47.470000,9.210000,38.550000,0.004158,-0.133865,46.700000,1.832955,9.920920,0.000000,0.366893,173.625207,10.581926,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Grape Solar GS-M72-360-Fab1-USA,Grape Solar,Multi-c-Si,0,360.031600,330.200000,1.940000,1.956,0.992,72,9.990000,47.560000,9.320000,38.630000,0.004196,-0.134119,46.700000,1.833818,10.008384,0.000000,0.363526,197.546766,10.271704,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Greenlite Solar Canada GLS-200,Greenlite Solar Canada,Multi-c-Si,0,205.173000,180,1.459000,1.486,0.982,54,7.950000,33.370000,7.450000,27.540000,0.010335,-0.100110,46.200000,1.463246,7.955075,0.000000,0.204843,320.875925,32.512156,-0.440000,N,SAM 2020.11.29 r2,12/1/2021
Greenlite Solar Canada GLS-220,Greenlite Solar Canada,Multi-c-Si,0,227.970000,197.900000,1.614000,1.644,0.982,60,7.950000,37.080000,7.450000,30.600000,0.010335,-0.111240,46.200000,1.625874,7.955079,0.000000,0.227906,356.722383,32.504229,-0.440000,N,SAM 2020.11.29 r2,12/1/2021
Greenlite Solar Canada GLS-270,Greenlite Solar Canada,Multi-c-Si,0,273.564000,243.100000,1.925000,1.96,0.982,72,7.950000,44.490000,7.450000,36.720000,0.010335,-0.133470,46.200000,1.950926,7.955070,0.000000,0.272668,427.544608,32.522066,-0.440000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG160M2-24/1324x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,160.071000,143.400000,1.313000,1.324,0.992,48,7.600000,28.600000,6.870000,23.300000,0.003116,-0.086658,46.700000,1.188227,7.630908,0.000000,0.253822,62.413388,18.995484,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG165M2-24/1324x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,164.970000,148,1.313000,1.324,0.992,48,7.700000,28.800000,7.020000,23.500000,0.003157,-0.087264,46.700000,1.191407,7.725421,0.000000,0.247173,74.868472,18.069483,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG170M2-24/1324x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,170.170000,152.600000,1.313000,1.324,0.992,48,7.820000,29,7.150000,23.800000,0.003206,-0.087870,46.700000,1.201612,7.841980,0.000000,0.222883,79.295722,18.458085,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG175M2-24/1324x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,174.960000,157.200000,1.313000,1.324,0.992,48,7.960000,29.200000,7.290000,24,0.003264,-0.088476,46.700000,1.209743,7.980917,0.000000,0.214927,81.792133,18.439734,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG175S1-36/1589x807,Guangdong Golden Glass Technologies,Mono-c-Si,0,174.846000,158.700000,1.282000,1.589,0.807,72,5.280000,43.800000,4.830000,36.200000,0.002529,-0.134466,45.800000,1.799078,5.293436,0.000000,0.446887,175.620576,14.846073,-0.416000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG180M2-24/1324x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,180.027000,161.800000,1.313000,1.324,0.992,48,8.100000,29.400000,7.470000,24.100000,0.003321,-0.089082,46.700000,1.211109,8.118062,0.000000,0.223830,100.378567,17.183080,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG180S1-36/1589x807,Guangdong Golden Glass Technologies,Mono-c-Si,0,179.945000,163.400000,1.282000,1.589,0.807,72,5.350000,44.200000,4.930000,36.500000,0.002563,-0.135694,45.800000,1.806686,5.361291,0.000000,0.455129,215.652173,13.803145,-0.416000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG190M2-27/1482x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,190.104000,170.500000,1.470000,1.482,0.992,54,7.800000,32.600000,7.120000,26.700000,0.003198,-0.098778,46.700000,1.350523,7.823602,0.000000,0.259928,85.902412,18.403474,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG195M2-27/1482x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,195.025000,175.100000,1.470000,1.482,0.992,54,7.920000,32.800000,7.250000,26.900000,0.003247,-0.099384,46.700000,1.357548,7.941835,0.000000,0.252133,91.455145,18.210052,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG200M2-27/1482x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,199.998000,179.700000,1.470000,1.482,0.992,54,8.020000,33,7.380000,27.100000,0.003288,-0.099990,46.700000,1.362597,8.038660,0.000000,0.245605,105.557906,17.703593,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG205M2-27/1482x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,205.088000,184.300000,1.470000,1.482,0.992,54,8.150000,33.200000,7.540000,27.200000,0.003341,-0.100596,46.700000,1.364666,8.166368,0.000000,0.253999,126.471036,16.706780,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG220M2-30/1640x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,219.900000,198.500000,1.627000,1.64,0.992,60,7.980000,36.600000,7.330000,30,0.003647,-0.113094,46.300000,1.506977,8.000344,0.000000,0.283719,111.289303,14.700730,-0.427000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG225M2-30/1640x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,225.148000,203.100000,1.627000,1.64,0.992,60,8.100000,36.800000,7.480000,30.100000,0.003702,-0.113712,46.300000,1.508591,8.117962,0.000000,0.291964,131.663897,13.758651,-0.427000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG230M2-30/1640x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,230.280000,207.700000,1.627000,1.64,0.992,60,8.200000,37,7.600000,30.300000,0.003747,-0.114330,46.300000,1.514601,8.215581,0.000000,0.284856,149.917636,13.460836,-0.427000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG250M2-35/1956x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,249.924000,224.300000,1.940000,1.956,0.992,72,7.750000,43.300000,7.060000,35.400000,0.003178,-0.131199,46.700000,1.794133,7.775316,0.000000,0.357627,109.479442,18.432989,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG255M2-35/1956x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,254.896000,228.900000,1.940000,1.956,0.992,72,7.840000,43.500000,7.160000,35.600000,0.003214,-0.131805,46.700000,1.800742,7.863723,0.000000,0.349670,115.557436,18.236749,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG260M2-35/1956x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,259.908000,233.500000,1.940000,1.956,0.992,72,7.920000,43.700000,7.260000,35.800000,0.003247,-0.132411,46.700000,1.806034,7.941407,0.000000,0.342605,126.755218,17.883701,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG270M2-36/1956x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,270.028000,242.700000,1.940000,1.956,0.992,72,8.100000,44.100000,7.480000,36.100000,0.003321,-0.133623,46.700000,1.813791,8.117604,0.000000,0.343866,158.223799,16.831336,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG275M2-36/1956x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,275.120000,247.300000,1.940000,1.956,0.992,72,8.200000,44.300000,7.600000,36.200000,0.003362,-0.134229,46.700000,1.816316,8.215889,0.000000,0.351712,181.506918,16.142515,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Guangdong Golden Glass Technologies GG280M2-36/1956x992,Guangdong Golden Glass Technologies,Multi-c-Si,0,280.280000,252,1.940000,1.956,0.992,72,8.280000,44.500000,7.700000,36.400000,0.003395,-0.134835,46.700000,1.822011,8.293641,0.000000,0.344831,209.306130,15.852413,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS240ME-V01,Hansol Technics Co._ Ltd.,Multi-c-Si,0,240.279000,214.400000,1.601000,1.63,0.982,60,8.310000,37.700000,7.930000,30.300000,0.004155,-0.120640,48.100000,1.538693,8.395028,0.000000,0.363360,1581.559478,8.996514,-0.440000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS245ME-V01,Hansol Technics Co._ Ltd.,Multi-c-Si,0,245.328000,219,1.601000,1.63,0.982,60,8.440000,37.800000,8.070000,30.400000,0.004220,-0.120960,48.100000,1.541666,8.524659,0.000000,0.355890,11709.449001,8.854522,-0.440000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS250ME-V01,Hansol Technics Co._ Ltd.,Multi-c-Si,0,250.100000,223.600000,1.601000,1.63,0.982,60,8.570000,37.900000,8.200000,30.500000,0.004285,-0.121280,48.100000,1.553544,8.750845,0.000000,0.345039,351.256219,9.883306,-0.440000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS250NB-AN3,Hansol Technics Co._ Ltd.,Multi-c-Si,0,250.371000,228.900000,1.670000,1.67,1,60,8.960000,36.800000,8.430000,29.700000,0.003584,-0.110400,44.100000,1.460823,8.967613,0.000000,0.326830,384.651125,10.100922,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS255ME-V01,Hansol Technics Co._ Ltd.,Multi-c-Si,0,255.204000,228.200000,1.601000,1.63,0.982,60,8.710000,38,8.340000,30.600000,0.004355,-0.121600,48.100000,1.557578,8.893131,0.000000,0.337658,372.234311,9.878673,-0.440000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS255NB-AN3,Hansol Technics Co._ Ltd.,Multi-c-Si,0,255.549000,233.600000,1.670000,1.67,1,60,9.010000,37.200000,8.490000,30.100000,0.003604,-0.111600,44.100000,1.477568,9.016259,0.000000,0.317940,457.649130,10.240109,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS255NB-AN4,Hansol Technics Co._ Ltd.,Multi-c-Si,0,255.549000,233.500000,1.620000,,,60,9.010000,37.200000,8.490000,30.100000,0.004145,-0.113088,45.600000,1.447345,9.017258,0.000000,0.325446,404.018970,4.196680,-0.394000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS255SE-V01,Hansol Technics Co._ Ltd.,Mono-c-Si,0,255.130000,230.200000,1.601000,1.63,0.982,60,8.740000,37.900000,8.230000,31,0.004195,-0.124312,45.800000,1.582390,8.744626,0.000000,0.269300,508.748067,11.130258,-0.451000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS260ME-V01,Hansol Technics Co._ Ltd.,Multi-c-Si,0,260.336000,233.900000,1.670000,1.67,1,60,8.850000,38.100000,8.480000,30.700000,0.004425,-0.118110,47.900000,1.527939,9.036565,0.000000,0.338767,352.354173,8.627175,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS260NB-AN3,Hansol Technics Co._ Ltd.,Multi-c-Si,0,260.470000,238.200000,1.670000,1.67,1,60,9.070000,37.600000,8.540000,30.500000,0.003628,-0.112800,44.100000,1.496134,9.076937,0.000000,0.308751,403.699822,10.634038,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS260NB-AN4,Hansol Technics Co._ Ltd.,Multi-c-Si,0,260.470000,238.200000,1.620000,,,60,9.070000,37.600000,8.540000,30.500000,0.004172,-0.114304,45.600000,1.465508,9.077929,0.000000,0.316327,361.825951,4.574213,-0.394000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS260PB-AN1,Hansol Technics Co._ Ltd.,Multi-c-Si,0,260.470000,239.400000,1.610000,,,60,9.030000,37.300000,8.540000,30.500000,0.004244,-0.113019,44.800000,1.448733,9.034374,0.000000,0.284111,586.494609,4.171653,-0.388000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS260SE-V01,Hansol Technics Co._ Ltd.,Mono-c-Si,0,260.307000,234.900000,1.601000,1.63,0.982,60,8.880000,38,8.370000,31.100000,0.004262,-0.124640,45.800000,1.586207,8.884022,0.000000,0.263320,581.308298,11.088070,-0.451000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS265ME-V01,Hansol Technics Co._ Ltd.,Multi-c-Si,0,265.188000,238.500000,1.670000,1.67,1,60,8.980000,38.200000,8.610000,30.800000,0.004490,-0.118420,47.900000,1.531960,9.168700,0.000000,0.332106,370.898261,8.632362,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS265NB-AN3,Hansol Technics Co._ Ltd.,Multi-c-Si,0,265.431000,242.900000,1.670000,1.67,1,60,9.120000,38,8.590000,30.900000,0.003648,-0.114000,44.100000,1.513807,9.126636,0.000000,0.300057,412.381877,10.894492,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS265NB-AN4,Hansol Technics Co._ Ltd.,Multi-c-Si,0,265.431000,242.900000,1.620000,,,60,9.120000,38,8.590000,30.900000,0.004195,-0.115520,45.600000,1.482806,9.127600,0.000000,0.307696,369.221386,4.824149,-0.394000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS265PB-AN1,Hansol Technics Co._ Ltd.,Multi-c-Si,0,265.431000,244.100000,1.610000,,,60,9.080000,37.700000,8.590000,30.900000,0.004268,-0.114231,44.800000,1.465891,9.084158,0.000000,0.275724,602.071579,4.411744,-0.388000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS265SE-V01,Hansol Technics Co._ Ltd.,Mono-c-Si,0,265.200000,239.500000,1.601000,1.63,0.982,60,9.010000,38.100000,8.500000,31.200000,0.004325,-0.124968,45.800000,1.590110,9.013473,0.000000,0.257804,668.859513,11.056919,-0.451000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS270ME-V01,Hansol Technics Co._ Ltd.,Multi-c-Si,0,270.375000,243.200000,1.670000,1.67,1,60,9.120000,38.300000,8.750000,30.900000,0.004560,-0.118730,47.900000,1.535954,9.311011,0.000000,0.325283,393.069649,8.633918,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS270NB-AN3,Hansol Technics Co._ Ltd.,Multi-c-Si,0,270.119000,247.600000,1.670000,1.67,1,60,9.160000,38.400000,8.630000,31.300000,0.003664,-0.115200,44.100000,1.531528,9.166389,0.000000,0.291784,418.364136,11.156293,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS270NB-AN4,Hansol Technics Co._ Ltd.,Multi-c-Si,0,270.119000,247.600000,1.620000,,,60,9.160000,38.400000,8.630000,31.300000,0.004214,-0.116736,45.600000,1.500151,9.167326,0.000000,0.299493,374.489634,5.075317,-0.394000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS270PB-AN1,Hansol Technics Co._ Ltd.,Multi-c-Si,0,270.432000,248.800000,1.610000,,,60,9.130000,38.100000,8.640000,31.300000,0.004291,-0.115443,44.800000,1.483042,9.133948,0.000000,0.267440,618.547659,4.645891,-0.388000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS270SE-V01,Hansol Technics Co._ Ltd.,Mono-c-Si,0,270.119000,244.200000,1.601000,1.63,0.982,60,9.140000,38.200000,8.630000,31.300000,0.004387,-0.125296,45.800000,1.594032,9.142934,0.000000,0.252446,786.303757,11.028398,-0.451000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS275NB-AN4,Hansol Technics Co._ Ltd.,Multi-c-Si,0,275.156000,252.300000,1.620000,,,60,9.210000,38.800000,8.680000,31.700000,0.004237,-0.117952,45.600000,1.517435,9.217009,0.000000,0.291060,382.435880,5.313032,-0.394000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS275PB-AN1,Hansol Technics Co._ Ltd.,Multi-c-Si,0,275.473000,253.600000,1.610000,,,60,9.180000,38.500000,8.690000,31.700000,0.004315,-0.116655,44.800000,1.500187,9.183742,0.000000,0.259257,635.976870,4.874296,-0.388000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS275SE-V01,Hansol Technics Co._ Ltd.,Mono-c-Si,0,275.378000,248.800000,1.601000,1.63,0.982,60,9.280000,38.300000,8.770000,31.400000,0.004454,-0.125624,45.800000,1.597915,9.282366,0.000000,0.246982,968.669788,10.995099,-0.451000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS275TB-AN3,Hansol Technics Co._ Ltd.,Multi-c-Si,0,275.280000,246.300000,1.670000,1.67,1,60,9.410000,38.300000,8.880000,31,0.003764,-0.130220,46.200000,1.624468,9.412118,0.000000,0.287851,1278.825608,10.589703,-0.480000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS280PB-AN1,Hansol Technics Co._ Ltd.,Multi-c-Si,0,280.233000,258.300000,1.610000,,,60,9.220000,38.900000,8.730000,32.100000,0.004333,-0.117867,44.800000,1.517376,9.223580,0.000000,0.251438,647.520787,5.103924,-0.388000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS280SE-V01,Hansol Technics Co._ Ltd.,Mono-c-Si,0,280.350000,253.500000,1.601000,1.63,0.982,60,9.410000,38.400000,8.900000,31.500000,0.004517,-0.125952,45.800000,1.601875,9.411850,0.000000,0.241930,1230.359147,10.971651,-0.451000,N,SAM 2020.11.29 r2,12/1/2021
Hansol Technics Co._ Ltd. HS280TB-AN3,Hansol Technics Co._ Ltd.,Multi-c-Si,0,280.088000,250.900000,1.670000,1.67,1,60,9.450000,38.700000,8.920000,31.400000,0.003780,-0.131580,46.200000,1.643519,9.452038,0.000000,0.279544,1296.304193,10.856936,-0.480000,N,SAM 2020.11.29 r2,12/1/2021
