Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Units,,,,,,m2,m,m,,A,V,A,V,A/K,V/K,C,V,A,A,Ohm,Ohm,%,%/K,,,
[0],lib_manufacturer,cec_material,lib_is_bifacial,,,cec_area,,,cec_n_s,cec_i_sc_ref,cec_v_oc_ref,cec_i_mp_ref,cec_v_mp_ref,cec_alpha_sc,cec_beta_oc,cec_t_noct,cec_a_ref,cec_i_l_ref,cec_i_o_ref,cec_r_s,cec_r_sh_ref,cec_adjust,cec_gamma_r,,,
Ablytek 6MN6A270,Ablytek,Mono-c-Si,0,270.643200,242.100000,1.627000,1.64,0.992,60,9.340000,38.630000,8.810000,30.720000,0.004866,-0.121182,47.400000,1.587327,9.342425,0.000000,0.374013,1440.496086,12.656137,-0.450900,N,SAM 2020.11.29 r2,12/1/2021
Ablytek 6MN6A275,Ablytek,Mono-c-Si,0,275.191200,246.700000,1.627000,1.64,0.992,60,9.420000,38.970000,8.880000,30.990000,0.004908,-0.122249,47.400000,1.601822,9.423126,0.000000,0.374165,1127.446561,12.724243,-0.450900,N,SAM 2020.11.29 r2,12/1/2021
Ablytek 6MN6A280,Ablytek,Mono-c-Si,0,280.089600,251.300000,1.627000,1.64,0.992,60,9.510000,39.310000,8.960000,31.260000,0.004955,-0.123315,47.400000,1.616261,9.513759,0.000000,0.373920,945.873921,12.784030,-0.450900,N,SAM 2020.11.29 r2,12/1/2021
Ablytek 6MN6A285,Ablytek,Mono-c-Si,0,285.031200,256,1.627000,1.64,0.992,60,9.590000,39.650000,9.040000,31.530000,0.004996,-0.124382,47.400000,1.629775,9.593213,0.000000,0.374045,1116.596258,12.724458,-0.450900,N,SAM 2020.11.29 r2,12/1/2021
Ablytek 6MN6A290,Ablytek,Mono-c-Si,0,290.016000,260.600000,1.627000,1.64,0.992,60,9.670000,39.990000,9.120000,31.800000,0.005038,-0.125449,47.400000,1.643290,9.672666,0.000000,0.374168,1357.408121,12.665995,-0.450900,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P210,Advance Power,Multi-c-Si,0,210.147600,186.800000,1.638000,1.646,0.995,60,7.600000,35.940000,7.090000,29.640000,0.004376,-0.120111,47.600000,1.529645,7.608146,0.000000,0.247801,231.180534,12.962442,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P215,Advance Power,Multi-c-Si,0,214.969200,191.300000,1.638000,1.646,0.995,60,7.830000,36,7.180000,29.940000,0.004509,-0.120312,47.600000,1.556229,7.844009,0.000000,0.195624,109.341169,16.199226,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P220,Advance Power,Multi-c-Si,0,219.876000,195.900000,1.638000,1.646,0.995,60,7.950000,36.060000,7.300000,30.120000,0.004578,-0.120513,47.600000,1.561498,7.962284,0.000000,0.172338,111.531640,16.581469,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M225,Advance Power,Mono-c-Si,0,225,200.700000,1.638000,1.646,0.995,60,8.110000,37.020000,7.500000,30,0.004358,-0.131939,46,1.613476,8.125339,0.000000,0.308420,163.061758,10.713289,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P225,Advance Power,Multi-c-Si,0,224.967600,200.500000,1.638000,1.646,0.995,60,8.100000,36.420000,7.410000,30.360000,0.004664,-0.121716,47.600000,1.578961,8.114545,0.000000,0.179310,99.857023,16.813553,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M230,Advance Power,Mono-c-Si,0,230.124000,205.300000,1.638000,1.646,0.995,60,8.180000,37.320000,7.550000,30.480000,0.004395,-0.133008,46,1.636295,8.195096,0.000000,0.270574,146.615479,11.928525,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P230,Advance Power,Multi-c-Si,0,230.124000,205,1.638000,1.646,0.995,60,8.170000,36.600000,7.550000,30.480000,0.004704,-0.122317,47.600000,1.575754,8.181152,0.000000,0.186422,136.579169,15.372833,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M235,Advance Power,Mono-c-Si,0,234.986400,209.800000,1.638000,1.646,0.995,60,8.260000,37.500000,7.590000,30.960000,0.004438,-0.133650,46,1.659796,8.274711,0.000000,0.216058,121.312105,13.856791,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P235,Advance Power,Multi-c-Si,0,235.008000,209.600000,1.638000,1.646,0.995,60,8.230000,36.720000,7.680000,30.600000,0.004739,-0.122718,47.600000,1.572076,8.237179,0.000000,0.185267,212.381237,14.227970,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M240,Advance Power,Mono-c-Si,0,239.928000,214.400000,1.638000,1.646,0.995,60,8.290000,37.560000,7.690000,31.200000,0.004454,-0.133864,46,1.658597,8.299109,0.000000,0.188824,171.849094,13.438574,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P240,Advance Power,Multi-c-Si,0,241.266000,214.200000,1.638000,1.646,0.995,60,8.420000,36.720000,7.900000,30.540000,0.004848,-0.122718,47.600000,1.565168,8.425248,0.000000,0.191402,307.063632,13.317754,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M245,Advance Power,Mono-c-Si,0,245.070000,219,1.638000,1.646,0.995,60,8.320000,37.620000,7.780000,31.500000,0.004470,-0.134078,46,1.660807,8.324857,0.000000,0.152729,261.649591,13.436936,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P245,Advance Power,Multi-c-Si,0,246.720000,218.800000,1.638000,1.646,0.995,60,8.460000,36.900000,8,30.840000,0.004871,-0.123320,47.600000,1.569949,8.461678,0.000000,0.171190,863.014656,12.973714,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M250,Advance Power,Mono-c-Si,0,250.002000,223.600000,1.638000,1.646,0.995,60,8.590000,37.620000,8.170000,30.600000,0.004615,-0.134078,46,1.624617,8.679025,0.000000,0.279070,774.769989,8.957775,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P250,Advance Power,Multi-c-Si,0,250.536000,223.400000,1.638000,1.646,0.995,60,8.520000,37.200000,8.030000,31.200000,0.004906,-0.124322,47.600000,1.589032,8.522857,0.000000,0.154550,460.864508,13.806664,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M255,Advance Power,Mono-c-Si,0,255.510000,228.200000,1.638000,1.646,0.995,60,8.670000,37.680000,8.350000,30.600000,0.004658,-0.134292,46,1.622442,8.845535,0.000000,0.281642,1963.897491,8.383651,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P255,Advance Power,Multi-c-Si,0,255.004800,228,1.638000,1.646,0.995,60,8.560000,37.500000,8.080000,31.560000,0.004929,-0.125325,47.600000,1.603554,8.562170,0.000000,0.139755,551.226269,14.045227,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M260,Advance Power,Mono-c-Si,0,260.100000,232.900000,1.638000,1.646,0.995,60,8.800000,37.800000,8.500000,30.600000,0.004728,-0.134719,46,1.630531,9.073393,0.000000,0.288533,387.909821,8.709043,-0.479600,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P260,Advance Power,Multi-c-Si,0,260.133200,231.500000,1.951000,1.961,0.995,72,7.830000,43.200000,7.240000,35.930000,0.004509,-0.144374,47.600000,1.857821,7.840781,0.000000,0.237360,172.384993,15.134199,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M265,Advance Power,Mono-c-Si,0,264.960000,235.700000,1.951000,1.961,0.995,72,8.110000,44.420000,7.360000,36,0.004324,-0.144098,47.900000,1.888988,8.140556,0.000000,0.385226,102.246056,16.067829,-0.448500,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P265,Advance Power,Multi-c-Si,0,264.906200,236,1.951000,1.961,0.995,72,7.950000,43.270000,7.330000,36.140000,0.004578,-0.144608,47.600000,1.868794,7.960898,0.000000,0.208736,152.275549,16.039162,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M270,Advance Power,Mono-c-Si,0,269.402400,240.300000,1.951000,1.961,0.995,72,8.140000,44.640000,7.440000,36.210000,0.004340,-0.144812,47.900000,1.891001,8.165417,0.000000,0.381959,122.325077,15.267716,-0.448500,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P270,Advance Power,Multi-c-Si,0,269.946300,240.600000,1.951000,1.961,0.995,72,8.100000,43.700000,7.410000,36.430000,0.004664,-0.146045,47.600000,1.894621,8.114531,0.000000,0.214939,119.812098,16.818328,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M275,Advance Power,Mono-c-Si,0,275.081600,244.900000,1.951000,1.961,0.995,72,8.180000,44.780000,7.520000,36.580000,0.004362,-0.145266,47.900000,1.898140,8.199504,0.000000,0.341904,143.396810,15.447511,-0.448500,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P275,Advance Power,Multi-c-Si,0,275.081600,245.200000,1.951000,1.961,0.995,72,8.170000,43.920000,7.520000,36.580000,0.004704,-0.146781,47.600000,1.895741,8.182673,0.000000,0.221689,142.922675,15.898606,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M280,Advance Power,Mono-c-Si,0,280.136000,249.500000,1.951000,1.961,0.995,72,8.210000,44.860000,7.600000,36.860000,0.004378,-0.145526,47.900000,1.900086,8.223990,0.000000,0.309335,181.534892,15.327907,-0.448500,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P280,Advance Power,Multi-c-Si,0,280.173600,249.800000,1.951000,1.961,0.995,72,8.230000,44.060000,7.630000,36.720000,0.004739,-0.147249,47.600000,1.893981,8.239776,0.000000,0.219636,184.904974,15.058067,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M285,Advance Power,Mono-c-Si,0,285.314400,254,1.951000,1.961,0.995,72,8.390000,44.210000,7.770000,36.720000,0.004474,-0.143417,47.900000,1.883902,8.401552,0.000000,0.238597,173.295557,16.659144,-0.448500,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P285,Advance Power,Multi-c-Si,0,285.122500,256.900000,1.951000,1.961,0.995,72,8.320000,44.210000,7.750000,36.790000,0.004993,-0.145230,46.200000,1.876993,8.328574,0.000000,0.232350,225.477627,14.353545,-0.440200,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M290,Advance Power,Mono-c-Si,0,290.088000,258.600000,1.951000,1.961,0.995,72,8.480000,44.430000,7.900000,36.720000,0.004522,-0.144131,47.900000,1.881076,8.489809,0.000000,0.266206,230.131173,15.277393,-0.448500,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P290,Advance Power,Multi-c-Si,0,292.848400,261.500000,1.951000,1.961,0.995,72,8.460000,44.280000,7.960000,36.790000,0.005077,-0.145460,46.200000,1.867061,8.464316,0.000000,0.240321,471.071651,12.928429,-0.440200,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P295,Advance Power,Multi-c-Si,0,296.080000,266.100000,1.951000,1.961,0.995,72,8.490000,44.420000,8,37.010000,0.005095,-0.145920,46.200000,1.874347,8.493502,0.000000,0.225407,546.468794,13.097021,-0.440200,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P300,Advance Power,Multi-c-Si,0,303.163000,270.700000,1.951000,1.961,0.995,72,8.540000,44.860000,8.050000,37.660000,0.005125,-0.147365,46.200000,1.900680,8.542969,0.000000,0.185136,532.522080,13.984923,-0.440200,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P305,Advance Power,Multi-c-Si,0,305.989600,275.400000,1.951000,1.961,0.995,72,8.560000,45,8.080000,37.870000,0.005137,-0.147825,46.200000,1.907706,8.562361,0.000000,0.172328,624.732656,14.118203,-0.440200,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P310,Advance Power,Multi-c-Si,0,310.243200,277.300000,1.951000,1.961,0.995,72,8.620000,45.220000,8.160000,38.020000,0.004963,-0.151125,47.600000,1.929297,8.621243,0.000000,0.173687,1204.632540,13.576924,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P315,Advance Power,Multi-c-Si,0,316.828000,281.900000,1.951000,1.961,0.995,72,8.670000,45.580000,8.240000,38.450000,0.004992,-0.152328,47.600000,1.954336,8.759769,0.000000,0.152418,434.905781,14.612455,-0.450100,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P320,Advance Power,Multi-c-Si,0,320.250000,288.700000,1.940000,,,72,9.380000,45.500000,8.750000,36.600000,0.004690,-0.145600,47.700000,1.834884,9.395664,0.000000,0.396393,237.366590,6.334727,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P325,Advance Power,Multi-c-Si,0,325.089000,293.400000,1.940000,,,72,9.440000,45.800000,8.810000,36.900000,0.004720,-0.146560,47.700000,1.848182,9.455137,0.000000,0.388649,242.376187,6.474778,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M330,Advance Power,Mono-c-Si,0,329.875000,302.400000,1.940000,,,72,9.570000,46.800000,8.750000,37.700000,0.003828,-0.140400,44.600000,1.885836,9.606190,0.000000,0.397226,105.040453,13.275690,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P330,Advance Power,Multi-c-Si,0,329.964000,298,1.940000,,,72,9.500000,46.100000,8.870000,37.200000,0.004750,-0.147520,47.700000,1.861476,9.514623,0.000000,0.381014,247.530044,6.612605,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M335,Advance Power,Mono-c-Si,0,335.160000,307.100000,1.940000,,,72,9.610000,47,8.820000,38,0.003844,-0.141000,44.600000,1.893694,9.641333,0.000000,0.378964,116.228438,13.276362,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-P335,Advance Power,Multi-c-Si,0,336.144000,302.700000,1.940000,,,72,9.560000,46.400000,8.940000,37.600000,0.004780,-0.148480,47.700000,1.876421,9.572815,0.000000,0.360408,268.867172,6.941837,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M340,Advance Power,Mono-c-Si,0,343.168000,311.800000,1.940000,,,72,9.640000,47.200000,8.960000,38.300000,0.003856,-0.141600,44.600000,1.891958,9.658963,0.000000,0.362158,184.104763,12.195565,-0.420000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M345,Advance Power,Mono-c-Si,0,344.832000,315.800000,1.940000,,,72,9.720000,47.300000,8.980000,38.400000,0.003888,-0.141900,44.600000,1.922979,9.743630,0.000000,0.352268,144.904855,15.362810,-0.430000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M350,Advance Power,Mono-c-Si,0,350.350000,320.500000,1.940000,,,72,9.810000,47.400000,9.100000,38.500000,0.003924,-0.142200,44.600000,1.923098,9.830164,0.000000,0.347745,169.179667,14.923220,-0.430000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M355,Advance Power,Mono-c-Si,0,355.506000,325.500000,1.940000,,,72,9.900000,47.500000,9.210000,38.600000,0.004158,-0.133950,46.700000,1.834772,9.920777,0.000000,0.363881,173.382640,10.664539,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M360,Advance Power,Mono-c-Si,0,359.752000,330.200000,1.940000,,,72,9.990000,47.600000,9.320000,38.600000,0.004196,-0.134232,46.700000,1.833762,10.008666,0.000000,0.371643,198.907027,10.071823,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M365,Advance Power,Mono-c-Si,0,364.941000,334.900000,1.940000,,,72,10.080000,47.700000,9.430000,38.700000,0.004234,-0.134514,46.700000,1.835389,10.096039,0.000000,0.366837,230.539223,9.810203,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Advance Power API-M370,Advance Power,Mono-c-Si,0,370.152000,339.600000,1.940000,,,72,10.170000,47.800000,9.540000,38.800000,0.004271,-0.134796,46.700000,1.837077,10.183450,0.000000,0.362118,273.816700,9.556926,-0.386000,N,SAM 2020.11.29 r2,12/1/2021
Advanced Solar Power (Hangzhou) ASP-S1-80,Advanced Solar Power (Hangzhou),Thin Film,0,79.985000,75.200000,0.720000,1.2,0.6,145,0.950000,118.900000,0.850000,94.100000,0.000852,-0.363596,45.200000,4.300366,0.958205,0.000000,13.721346,1588.729267,-12.429525,-0.263400,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-S572-175,Alps Technology,Mono-c-Si,0,175.091400,151.300000,1.287000,1.57,0.82,72,5.170000,43.990000,4.780000,36.630000,0.002146,-0.159068,49.900000,1.981696,5.175703,0.000000,0.316688,287.101849,16.057121,-0.507200,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-S572-180,Alps Technology,Mono-c-Si,0,179.928000,155.700000,1.287000,1.57,0.82,72,5.310000,44.060000,4.900000,36.720000,0.002204,-0.159321,49.900000,1.988414,5.316148,0.000000,0.299919,259.047638,16.418987,-0.507200,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-S572-185,Alps Technology,Mono-c-Si,0,185.053700,160.200000,1.287000,1.57,0.82,72,5.430000,44.140000,5.030000,36.790000,0.002253,-0.159610,49.900000,1.987144,5.435405,0.000000,0.295414,296.757973,15.932670,-0.507200,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-M660-220,Alps Technology,Multi-c-Si,0,219.876000,189.100000,1.610000,1.626,0.99,60,7.950000,36.060000,7.300000,30.120000,0.004357,-0.130681,50.200000,1.673094,7.959062,0.000000,0.140393,123.168197,21.875173,-0.519600,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-M660-225,Alps Technology,Multi-c-Si,0,224.985600,193.600000,1.610000,1.626,0.99,60,8.040000,36.240000,7.440000,30.240000,0.004406,-0.131334,50.200000,1.671782,8.047206,0.000000,0.147370,164.419366,20.698379,-0.519600,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-M660-230,Alps Technology,Multi-c-Si,0,230.128800,198,1.610000,1.626,0.99,60,8.100000,36.420000,7.580000,30.360000,0.004439,-0.131986,50.200000,1.666926,8.103835,0.000000,0.155720,328.941735,19.105737,-0.519600,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-M660-235,Alps Technology,Multi-c-Si,0,235.008000,202.500000,1.610000,1.626,0.99,60,8.230000,36.720000,7.680000,30.600000,0.004510,-0.133073,50.200000,1.683349,8.234889,0.000000,0.155140,261.163712,19.425265,-0.519600,N,SAM 2020.11.29 r2,12/1/2021
Alps Technology ATI-M660-240,Alps Technology,Multi-c-Si,0,240.537600,207,1.610000,1.626,0.99,60,8.320000,36.840000,7.830000,30.720000,0.004559,-0.133508,50.200000,1.680457,8.321952,0.000000,0.153677,655.014449,18.429328,-0.519600,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-245W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,245.100000,216.400000,1.624000,1.64,0.99,60,8.750000,37.500000,8.170000,30,0.006125,-0.138750,46.800000,1.684497,8.757797,0.000000,0.329859,370.160409,12.616437,-0.510000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-250W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,250.056000,221,1.624000,1.64,0.99,60,8.830000,37.700000,8.280000,30.200000,0.006181,-0.139490,46.800000,1.690479,8.834176,0.000000,0.323229,683.520649,12.284934,-0.510000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-255W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,255.300000,225.500000,1.624000,1.64,0.99,60,8.890000,37.300000,8.510000,30,0.006223,-0.138010,46.800000,1.674078,9.072531,0.000000,0.294943,696.191933,12.489726,-0.510000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-260W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,260.100000,230.100000,1.624000,1.64,0.99,60,9.010000,38,8.500000,30.600000,0.006307,-0.140600,46.800000,1.712525,9.107744,0.000000,0.293456,349.371138,13.290201,-0.510000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-265W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,264.978800,241.700000,1.611000,1.634,0.986,60,9.240000,38.290000,8.620000,30.740000,0.005091,-0.119848,45.300000,1.550925,9.255234,0.000000,0.344800,209.140947,9.626325,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-270W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,270.058400,246.400000,1.611000,1.634,0.986,60,9.310000,38.720000,8.720000,30.970000,0.005130,-0.121194,45.300000,1.561597,9.321587,0.000000,0.361675,290.612059,8.716752,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-275W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,274.989600,251.100000,1.611000,1.634,0.986,60,9.350000,38.920000,8.780000,31.320000,0.005152,-0.121820,45.300000,1.572833,9.358853,0.000000,0.336519,355.415430,9.169137,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6M30-280W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Mono-c-Si,0,280.020300,255.900000,1.611000,1.634,0.986,60,9.230000,39.260000,9.030000,31.010000,0.004532,-0.116602,45.200000,1.551768,9.613081,0.000000,0.410467,474.669775,10.171672,-0.421000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P30-280W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,280.051200,255.800000,1.611000,1.634,0.986,60,9.470000,39.160000,8.840000,31.680000,0.005218,-0.122571,45.300000,1.592519,9.484157,0.000000,0.311929,208.653798,10.500430,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6M30-285W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Mono-c-Si,0,285.057500,260.600000,1.611000,1.634,0.986,60,9.460000,39.180000,8.950000,31.850000,0.004645,-0.116365,45.200000,1.570707,9.462654,0.000000,0.296468,1056.697757,13.376881,-0.421000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P-320W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,320.060600,291.900000,1.923000,1.95,0.986,72,9.240000,45.940000,8.620000,37.130000,0.005091,-0.143792,45.300000,1.867892,9.254469,0.000000,0.379767,242.523119,10.455749,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P-325W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,325.081600,296.600000,1.923000,1.95,0.986,72,9.280000,46.310000,8.720000,37.280000,0.005113,-0.144950,45.300000,1.871169,9.288151,0.000000,0.401695,457.318987,9.137424,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P-330W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,329.952400,301.300000,1.923000,1.95,0.986,72,9.350000,46.650000,8.780000,37.580000,0.005152,-0.146014,45.300000,1.886331,9.358825,0.000000,0.398075,421.740777,9.297235,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6M-335W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Mono-c-Si,0,335.010200,306.200000,1.923000,1.95,0.986,72,9.330000,46.750000,8.830000,37.940000,0.004581,-0.138847,45.200000,1.872125,9.332251,0.000000,0.367145,1521.783889,13.129697,-0.421000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6P-335W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Multi-c-Si,0,335.036000,306,1.923000,1.95,0.986,72,9.470000,46.830000,8.840000,37.900000,0.005218,-0.146578,45.300000,1.904864,9.484109,0.000000,0.371021,249.022072,10.549576,-0.422000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6M-340W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Mono-c-Si,0,340.094700,310.900000,1.923000,1.95,0.986,72,9.410000,46.910000,8.910000,38.170000,0.004620,-0.139323,45.200000,1.880743,9.411987,0.000000,0.352152,1667.400373,13.399105,-0.421000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6M-345W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Mono-c-Si,0,345.036200,315.600000,1.923000,1.95,0.986,72,9.480000,47.130000,8.990000,38.380000,0.004655,-0.139976,45.200000,1.888844,9.480760,0.000000,0.347267,4330.099024,13.322010,-0.421000,N,SAM 2020.11.29 r2,12/1/2021
Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd AS-6M-350W,Amerisolar-Worldwide Energy and Manufacturing USA Co._ Ltd,Mono-c-Si,0,350.055900,320.300000,1.923000,1.95,0.986,72,9.590000,47.640000,9.090000,38.510000,0.004709,-0.141491,45.200000,1.902100,9.590638,0.000000,0.383665,5766.981436,12.466533,-0.421000,N,SAM 2020.11.29 r2,12/1/2021
Andalay Solar ST-175-1AC1-A-A,Andalay Solar,Mono-c-Si,0,174.240000,157.500000,1.277000,1.58,0.808,72,5.200000,44.200000,4.950000,35.200000,0.002288,-0.142324,46.400000,1.778799,5.254626,0.000000,0.765424,1530.634820,5.389367,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Andalay Solar ST-175-1AC3-B-A,Andalay Solar,Mono-c-Si,0,174.240000,157.500000,1.277000,1.58,0.808,72,5.200000,44.200000,4.950000,35.200000,0.002288,-0.142324,46.400000,1.778799,5.254626,0.000000,0.765424,1530.634820,5.389367,-0.435000,N,SAM 2020.11.29 r2,12/1/2021
Andalay Solar ST-185-1AC1-A-A,Andalay Solar,Mono-c-Si,0,185.276000,167.200000,1.277000,1.58,0.808,72,5.430000,45,5.090000,36.400000,0.002986,-0.146700,45.800000,1.855506,5.435456,0.000000,0.614430,611.534380,9.026378,-0.436000,N,SAM 2020.11.29 r2,12/1/2021
Andalay Solar ST-185-1AC1-A-B,Andalay Solar,Mono-c-Si,0,185.276000,167.200000,1.277000,1.58,0.808,72,5.430000,45,5.090000,36.400000,0.002986,-0.146700,45.800000,1.855506,5.435456,0.000000,0.614430,611.534380,9.026378,-0.436000,N,SAM 2020.11.29 r2,12/1/2021
