Manufacturer,Model Number,Description,BIPV,Nameplate Pmax,PTC,Notes,Family,A_c,N_s,Technology,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_low,VPmax_low,IPmax_NOCT,VPmax_NOCT,NREL Autosolver Date,NREL Autosolver Time,a_ref,I_L_ref,I_o_ref,R_s_ref,R_sh_ref,Adj,Mounting,N_p,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
A10Green Technology,A10J-S72-175,175 W Monocrystalline Module,N,175,151.2,,Monocrystalline,1.3,72,Mono-c-Si,5.17,43.99,4.78,36.63,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,0.99,34.92,3.68,32.04,,,,,,,,,Rack,1,Flat Plate,0.825,1.576,1,0.198167224,,
A10Green Technology,A10J-S72-180,180 W Monocrystalline Module,N,180,155.7,,Monocrystalline,1.3,72,Mono-c-Si,5.31,44.06,4.9,36.72,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,1.02,35.01,3.77,32.12,,,,,,,,,Rack,1,Flat Plate,0.825,1.576,1,0.197984553,,
A10Green Technology,A10J-S72-185,185 W Monocrystalline Module,N,185,160.2,,Monocrystalline,1.3,72,Mono-c-Si,5.43,44.14,5.03,36.72,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,1.04,35.01,3.87,32.12,,,,,,,,,Rack,1,Flat Plate,0.825,1.576,1,0.197744307,,
A10Green Technology,A10J-M60-220,220 W Polycrystalline Module,N,220,189.1,,Polycrystalline,1.624,60,Multi-c-Si,7.95,36.06,7.3,30.12,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.41,29.51,5.56,26.47,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.189289366,,
A10Green Technology,A10J-M60-225,225 W Polycrystalline Module,N,225,193.5,,Polycrystalline,1.624,60,Multi-c-Si,8.04,36.24,7.44,30.24,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.44,29.62,5.67,26.58,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.189383996,,
A10Green Technology,A10J-M60-230,230 W Polycrystalline Module,N,230,204.1,,Polycrystalline,1.624,60,Multi-c-Si,8.1,36.42,7.58,30.36,46.4,-0.493,0.097,-0.359,0.047,-0.531,1.44,30.35,6.03,27.85,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.190140997,,
A10Green Technology,A10J-M60-235,235 W Polycrystalline Module,N,235,208.7,,Polycrystalline,1.624,60,Multi-c-Si,8.23,36.72,7.68,30.6,46.4,-0.493,0.097,-0.359,0.047,-0.531,1.46,30.59,6.11,28.07,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.190041047,,
A10Green Technology,A10J-M60-240,240 W Polycrystalline Module,N,240,213.3,,Polycrystalline,1.624,60,Multi-c-Si,8.32,36.84,7.83,30.72,46.4,-0.493,0.097,-0.359,0.047,-0.531,1.49,30.71,6.23,28.18,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.190460255,,
A2Peak Power,POWER ON P220-6x10,220 W Polycrystalline Module,N,220,195,,Polycrystalline,1.633,60,Multi-c-Si,7.98,36.72,7.26,30.3,47.9,-0.46,0.05,-0.35,0.01,-0.47,1.45,29.86,5.87,27.81,,,,,,,,,Rack,1,Flat Plate,1,1.633,1,0.197346469,,
Aavid Solar,ASMS-165P,165 W Polycrystalline Module,N,165,146.3,,Polycrystalline,1.301,72,Multi-c-Si,5.25,43.5,4.71,35,45,-0.519,0.03,-0.393,0.0393,-0.556,1.64,22.57,3.77,30.74,,,,,,,,,Rack,1,Flat Plate,0.826,1.575,1,0.224592713,,
Aavid Solar,ASMS-180M,180 W Monocrystalline Module,N,180,159.7,,Monocrystalline,1.301,72,Mono-c-Si,5.5,45,5,36,46,-0.500882,0.038976,-0.364856,0.021817,-0.527793,0.96,37.03,3.94,32.28,,,,,,,,,Rack,1,Flat Plate,0.826,1.575,1,0.198315451,,
Aavid Solar,ASMS-185M,185 W Monocrystalline Module,N,185,164.3,,Monocrystalline,1.301,72,Mono-c-Si,5.55,45,5.13,36,46,-0.500882,0.038976,-0.364856,0.021817,-0.527793,0.99,37.03,4.04,32.28,,,,,,,,,Rack,1,Flat Plate,0.826,1.575,1,0.197972419,,
Aavid Solar,ASMS-220P,220 W Polycrystalline Module,N,220,196.6,,Polycrystalline,1.64,60,Multi-c-Si,8.08,36.8,7.35,30,45.1,-0.48968,0.03847,-0.3364,0.01662,-0.55595,1.56,29.32,5.95,27.59,,,,,,,,,Rack,1,Flat Plate,0.994,1.65,1,0.208496109,,
Aavid Solar,ASMS-225M,225 W Monocrystalline Module,N,225,200.9,,Monocrystalline,1.64,60,Mono-c-Si,8.17,37,7.5,30,45.4,-0.48968,0.03847,-0.3364,0.01662,-0.55596,1.63,29.61,6.09,27.8,,,,,,,,,Rack,1,Flat Plate,0.994,1.65,1,0.214430403,,
Aavid Solar,ASMS-230M,230 W Polycrystalline Module,N,230,206.9,,Polycrystalline,1.637,60,Multi-c-Si,8.34,37.2,7.74,29.7,46.3,-0.4419,0.0996,-0.3704,0.0492,-0.4301,1.53,29.62,6.14,27.34,,,,,,,,,Rack,1,Flat Plate,0.992,1.65,1,0.197454775,,
Aavid Solar,ASMS-235M,235 W Monocrystalline Module,N,235,210,,Monocrystalline,1.64,60,Mono-c-Si,8.24,37.3,7.58,31,45.4,-0.48968,0.03847,-0.3364,0.01662,-0.55596,1.65,30.59,6.15,28.72,,,,,,,,,Rack,1,Flat Plate,0.994,1.65,1,0.214412153,,
Aavid Solar,ASMS-270P,270 W Polycrystalline Module,N,270,244.4,,Polycrystalline,1.94,72,Multi-c-Si,8.42,44.5,7.69,35.1,45.4,-0.4335,0.0843,-0.3631,0.0177,-0.4195,1.59,34.06,6.3,31.68,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.200435969,,
Aavid Thermalloy,ASMP-175M,175 W Monocrystalline Module,N,175,154,,Monocrystalline,1.28,72,Mono-c-Si,5.25,44.2,4.89,35.8,45.8,-0.53583,0.0436,-0.38595,-0.0137,-0.5303,0.93,37.24,3.81,32.46,,,,,,,,,Rack,1,Flat Plate,0.809,1.582,1,0.197990488,,
Aavid Thermalloy,ASMP-180M,180 W Monocrystalline Module,N,180,158.6,,Monocrystalline,1.28,72,Mono-c-Si,5.36,44.2,4.97,36.2,45.8,-0.53583,0.0436,-0.38595,-0.0137,-0.5303,0.95,37.65,3.87,32.82,,,,,,,,,Rack,1,Flat Plate,0.809,1.582,1,0.197825806,,
Ablytek,5MN6C175-A0,175 W Monocrystalline Module,N,175,151.2,,Monocrystalline,1.3,72,Mono-c-Si,5.17,43.99,4.78,36.63,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,0.99,34.92,3.68,32.04,,,,,,,,,Rack,1,Flat Plate,0.825,1.576,1,0.198167224,,
Ablytek,5MN6C180-A0,180 W Monocrystalline Module,N,180,155.7,,Monocrystalline,1.3,72,Mono-c-Si,5.31,44.06,4.9,36.72,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,1.02,35.01,3.77,32.12,,,,,,,,,Rack,1,Flat Plate,0.825,1.576,1,0.197984553,,
Ablytek,5MN6C185-A0,185 W Monocrystalline Module,N,185,160.2,,Monocrystalline,1.3,72,Mono-c-Si,5.43,44.14,5.03,36.72,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,1.04,35.01,3.87,32.12,,,,,,,,,Rack,1,Flat Plate,0.825,1.576,1,0.197744307,,
Ablytek,6PN6A220-A0,220 W Polycrystalline Module,N,220,189.1,,Polycrystalline,1.624,60,Multi-c-Si,7.95,36.06,7.3,30.12,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.41,29.51,5.56,26.47,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.189289366,,
Ablytek,6PN6A225-A0,225 W Polycrystalline Module,N,225,193.5,,Polycrystalline,1.624,60,Multi-c-Si,8.04,36.24,7.44,30.24,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.44,29.62,5.67,26.58,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.189383996,,
Ablytek,6PN6A230-A0,230 W Polycrystalline Module,N,230,204.1,,Polycrystalline,1.624,60,Multi-c-Si,8.1,36.42,7.58,30.36,46.4,-0.493,0.097,-0.359,0.047,-0.531,1.44,30.35,6.03,27.85,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.190140997,,
Ablytek,6PN6A235-A0,235 W Polycrystalline Module,N,235,208.7,,Polycrystalline,1.624,60,Multi-c-Si,8.23,36.72,7.68,30.6,46.4,-0.493,0.097,-0.359,0.047,-0.531,1.46,30.59,6.11,28.07,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.190041047,,
Ablytek,6PN6A240-A0,240 W Polycrystalline Module,N,240,213.3,,Polycrystalline,1.624,60,Multi-c-Si,8.32,36.84,7.83,30.72,46.4,-0.493,0.097,-0.359,0.047,-0.531,1.49,30.71,6.23,28.18,,,,,,,,,Rack,1,Flat Plate,0.995,1.632,1,0.190460255,,
Ablytek,6MN6A270,270 W Monocrystalline Module,N,270,242.1,,Monocrystalline,1.627,60,Mono-c-Si,9.34,38.63,8.81,30.72,47.4,-0.4509,0.0521,-0.3137,0.0113,-0.4632,2.24,29.84,8.81,26.34,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.247751154,,
Ablytek,6MN6A275,275 W Monocrystalline Module,N,275,246.7,,Monocrystalline,1.627,60,Mono-c-Si,9.42,38.97,8.88,30.99,47.4,-0.4509,0.0521,-0.3137,0.0113,-0.4632,2.26,30.1,8.88,26.57,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.247334204,,
Ablytek,6MN6A280,280 W Monocrystalline Module,N,280,251.3,,Monocrystalline,1.627,60,Mono-c-Si,9.51,39.31,8.96,31.26,47.4,-0.4509,0.0521,-0.3137,0.0113,-0.4632,2.28,30.37,8.96,26.81,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.247241451,,
Ablytek,6MN6A285,285 W Monocrystalline Module,N,285,256,,Monocrystalline,1.627,60,Mono-c-Si,9.59,39.65,9.04,31.53,47.4,-0.4509,0.0521,-0.3137,0.0113,-0.4632,2.3,30.63,9.04,27.04,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.247189416,,
Ablytek,6MN6A290,290 W Monocrystalline Module,N,290,260.6,,Monocrystalline,1.627,60,Mono-c-Si,9.67,39.99,9.12,31.8,47.4,-0.4509,0.0521,-0.3137,0.0113,-0.4632,2.32,30.89,9.12,27.27,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.247175995,,
AccuSolar Power,ASP610-B230,230 W Monocrystalline Module,N,230,201.2,,Monocrystalline,1.61,60,Mono-c-Si,8.69,37.19,7.75,29.68,46.9,-0.53729,0.035834,-0.38009,-0.06134,-0.50142,1.38,30.46,6.15,25.52,,,,,,,,,Rack,1,Flat Plate,0.99,1.626,1,0.182487494,,
Advance Power,API-P210,210 W Polycrystalline Module,N,210,186.8,,Polycrystalline,1.638,60,Multi-c-Si,7.6,35.94,7.09,29.64,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.43,29.16,5.71,26.86,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.198565714,,
Advance Power,API-P215,215 W Polycrystalline Module,N,215,191.3,,Polycrystalline,1.638,60,Multi-c-Si,7.83,36,7.18,29.94,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.44,29.46,5.78,27.13,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.197313488,,
Advance Power,API-P220,220 W Polycrystalline Module,N,220,195.9,,Polycrystalline,1.638,60,Multi-c-Si,7.95,36.06,7.3,30.12,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.47,29.63,5.88,27.29,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.197982273,,
Advance Power,API-M225,225 W Monocrystalline Module,N,225,200.7,,Monocrystalline,1.638,60,Mono-c-Si,8.11,37.02,7.5,30,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.56,29.67,5.99,27.45,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.205712,,
Advance Power,API-P225,225 W Polycrystalline Module,N,225,200.5,,Polycrystalline,1.638,60,Multi-c-Si,8.1,36.42,7.41,30.36,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.49,29.87,5.96,27.51,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.197805778,,
Advance Power,API-M230,230 W Monocrystalline Module,N,230,205.3,,Monocrystalline,1.638,60,Mono-c-Si,8.18,37.32,7.55,30.48,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.57,30.14,6.03,27.89,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.205738261,,
Advance Power,API-P230,230 W Polycrystalline Module,N,230,205,,Polycrystalline,1.638,60,Multi-c-Si,8.17,36.6,7.55,30.48,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.52,29.99,6.08,27.62,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.198194783,,
Advance Power,API-M235,235 W Monocrystalline Module,N,235,209.8,,Monocrystalline,1.638,60,Mono-c-Si,8.26,37.5,7.59,30.96,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.58,30.61,6.06,28.33,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.205803404,,
Advance Power,API-P235,235 W Polycrystalline Module,N,235,209.6,,Polycrystalline,1.638,60,Multi-c-Si,8.23,36.72,7.68,30.6,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.59,29.82,6.18,27.73,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.201760851,,
Advance Power,API-M240,240 W Monocrystalline Module,N,240,214.4,,Monocrystalline,1.638,60,Mono-c-Si,8.29,37.56,7.69,31.2,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.6,30.85,6.14,28.55,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.205666667,,
Advance Power,API-P240,240 W Polycrystalline Module,N,240,214.2,,Polycrystalline,1.638,60,Multi-c-Si,8.42,36.72,7.9,30.54,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.63,29.76,6.36,27.67,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.20212,,
Advance Power,API-M245,245 W Monocrystalline Module,N,245,219,,Monocrystalline,1.638,60,Mono-c-Si,8.32,37.62,7.78,31.5,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.63,31.31,6.2,28.85,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.208307347,,
Advance Power,API-P245,245 W Polycrystalline Module,N,245,218.8,,Polycrystalline,1.638,60,Multi-c-Si,8.46,36.9,8,30.84,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.65,30.05,6.44,27.95,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.202377551,,
Advance Power,API-M250,250 W Monocrystalline Module,N,250,223.6,,Monocrystalline,1.638,60,Mono-c-Si,8.59,37.62,8.17,30.6,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.71,30.42,6.51,28.03,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.2080728,,
Advance Power,API-P250,250 W Polycrystalline Module,N,250,223.4,,Polycrystalline,1.638,60,Multi-c-Si,8.52,37.2,8.03,31.2,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.66,30.4,6.46,28.27,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.201856,,
Advance Power,API-M255,255 W Monocrystalline Module,N,255,228.2,,Monocrystalline,1.638,60,Mono-c-Si,8.67,37.68,8.35,30.6,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.75,30.42,6.66,28.03,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.208764706,,
Advance Power,API-P255,255 W Polycrystalline Module,N,255,228,,Polycrystalline,1.638,60,Multi-c-Si,8.56,37.5,8.08,31.56,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.67,30.76,6.5,28.6,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.201447843,,
Advance Power,API-M260,260 W Monocrystalline Module,N,260,232.9,,Monocrystalline,1.638,60,Mono-c-Si,8.8,37.8,8.5,30.6,46,-0.4796,0.05373,-0.3564,-0.01732,-0.4685,1.78,30.42,6.78,28.03,,,,,,,,,Rack,1,Flat Plate,0.995,1.646,1,0.20826,,
Advance Power,API-P260,260 W Polycrystalline Module,N,260,231.5,,Polycrystalline,1.951,72,Multi-c-Si,7.83,43.2,7.24,35.93,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.46,35.3,5.85,32.39,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.198223077,,
Advance Power,API-M265,265 W Monocrystalline Module,N,265,235.7,,Monocrystalline,1.951,72,Mono-c-Si,8.11,44.42,7.36,36,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.45,35.49,5.94,32.51,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.194190566,,
Advance Power,API-P265,265 W Polycrystalline Module,N,265,236,,Polycrystalline,1.951,72,Multi-c-Si,7.95,43.27,7.33,36.14,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.48,35.5,5.93,32.58,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.198264151,,
Advance Power,API-M270,270 W Monocrystalline Module,N,270,240.3,,Monocrystalline,1.951,72,Mono-c-Si,8.14,44.64,7.44,36.21,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.47,35.7,6.01,32.7,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.194366667,,
Advance Power,API-P270,270 W Polycrystalline Module,N,270,240.6,,Polycrystalline,1.951,72,Multi-c-Si,8.1,43.7,7.41,36.43,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.48,36.46,5.99,33.1,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.199854815,,
Advance Power,API-M275,275 W Monocrystalline Module,N,275,244.9,,Monocrystalline,1.951,72,Mono-c-Si,8.18,44.78,7.52,36.58,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.55,36.25,6.04,32.97,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.204318182,,
Advance Power,API-P275,275 W Polycrystalline Module,N,275,245.2,,Polycrystalline,1.951,72,Multi-c-Si,8.17,43.92,7.52,36.58,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.51,36.61,6.08,33.24,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.201022182,,
Advance Power,API-M280,280 W Monocrystalline Module,N,280,249.5,,Monocrystalline,1.951,72,Mono-c-Si,8.21,44.86,7.6,36.86,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.57,36.53,6.11,33.22,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.204828929,,
Advance Power,API-P280,280 W Polycrystalline Module,N,280,249.8,,Polycrystalline,1.951,72,Multi-c-Si,8.23,44.06,7.63,36.72,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.53,36.75,6.16,33.37,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.2008125,,
Advance Power,API-M285,285 W Monocrystalline Module,N,285,254,,Monocrystalline,1.951,72,Mono-c-Si,8.39,44.21,7.77,36.72,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.6,36.39,6.24,33.1,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.204294737,,
Advance Power,API-P285,285 W Polycrystalline Module,N,285,256.9,,Polycrystalline,1.951,72,Multi-c-Si,8.32,44.21,7.75,36.79,46.2,-0.4402,0.06001,-0.3285,-0.008008,-0.4339,1.6,36.17,6.21,33.88,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.203059649,,
Advance Power,API-M290,290 W Monocrystalline Module,N,290,258.6,,Monocrystalline,1.951,72,Mono-c-Si,8.48,44.43,7.9,36.72,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.63,36.37,6.35,33.21,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.204424483,,
Advance Power,API-P290,290 W Polycrystalline Module,N,290,261.5,,Polycrystalline,1.951,72,Multi-c-Si,8.46,44.28,7.96,36.79,46.2,-0.4402,0.06001,-0.3285,-0.008008,-0.4339,1.65,36.17,6.38,33.88,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.205794828,,
Advance Power,API-M295,295 W Monocrystalline Module,N,295,263.2,,Monocrystalline,1.951,72,Mono-c-Si,8.52,44.57,8.04,36.72,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.66,36.37,6.46,33.21,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.204658305,,
Advance Power,API-P295,295 W Polycrystalline Module,N,295,266.1,,Polycrystalline,1.951,72,Multi-c-Si,8.49,44.42,8,37.01,46.2,-0.4402,0.06001,-0.3285,-0.008008,-0.4339,1.66,36.39,6.41,34.08,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.204770847,,
Advance Power,API-M300,300 W Monocrystalline Module,N,300,267.8,,Monocrystalline,1.951,72,Mono-c-Si,8.58,44.71,8.17,36.72,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.69,36.37,6.57,33.21,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.204884333,,
Advance Power,API-P300,300 W Polycrystalline Module,N,300,270.7,,Polycrystalline,1.951,72,Multi-c-Si,8.54,44.86,8.05,37.66,46.2,-0.4402,0.06001,-0.3285,-0.008008,-0.4339,1.67,37.02,6.45,34.68,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.206078,,
Advance Power,API-M305,305 W Monocrystalline Module,N,305,272.4,,Monocrystalline,1.951,72,Mono-c-Si,8.72,44.86,8.31,36.72,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.72,36.37,6.68,33.21,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.205102951,,
Advance Power,API-P305,305 W Polycrystalline Module,N,305,275.4,,Polycrystalline,1.951,72,Multi-c-Si,8.56,45,8.08,37.87,46.2,-0.4402,0.06001,-0.3285,-0.008008,-0.4339,1.67,37.23,6.48,34.88,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.203849508,,
Advance Power,API-M310,310 W Monocrystalline Module,N,310,277,,Monocrystalline,1.951,72,Mono-c-Si,8.79,45,8.45,36.72,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.75,36.37,6.79,33.21,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.205314516,,
Advance Power,API-P310,310 W Polycrystalline Module,N,310,277.3,,Polycrystalline,1.951,72,Multi-c-Si,8.62,45.22,8.16,38.02,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.69,37.35,6.57,34.41,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.203617742,,
Advance Power,API-M315,315 W Monocrystalline Module,N,315,281.6,,Monocrystalline,1.951,72,Mono-c-Si,8.89,45.22,8.58,36.72,47.9,-0.4485,0.05332,-0.3244,-0.0183,-0.4339,1.78,36.37,6.9,33.21,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.205519365,,
Advance Power,API-P315,315 W Polycrystalline Module,N,315,281.9,,Polycrystalline,1.951,72,Multi-c-Si,8.67,45.58,8.24,38.45,47.6,-0.4501,0.05758,-0.3342,-0.009288,-0.4445,1.71,37.78,6.63,34.8,,,,,,,,,Rack,1,Flat Plate,0.995,1.961,1,0.205091429,,
Advance Power,API-P320,320 W_72 cell polycrystalline module_1000V max system Vdc,N,320,288.7,Multiple Listing of Auxin Solar AXN6P612T320,Polycrystalline,1.94,72,Multi-c-Si,9.38,45.5,8.75,36.6,47.7,-0.42,0.05,-0.32,-0.01,-0.42,1.74,35.44,7.02,33.2,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-P325,325 W_72 cell polycrystalline module_1000V max system Vdc,N,325,293.4,Multiple Listing of Auxin Solar AXN6P612T325,Polycrystalline,1.94,72,Multi-c-Si,9.44,45.8,8.81,36.9,47.7,-0.42,0.05,-0.32,-0.01,-0.42,1.75,35.72,7.07,33.5,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M330,330 W_72 cell monocrystalline module_1000V max system Vdc,N,330,302.4,Multiple Listing of Auxin Solar AXN6M612T330,Monocrystalline,1.94,72,Mono-c-Si,9.57,46.8,8.75,37.7,44.6,-0.42,0.04,-0.3,-0.02,-0.41,1.73,36.23,7.01,34.1,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-P330,330 W_72 cell polycrystalline module_1000V max system Vdc,N,330,298,Multiple Listing of Auxin Solar AXN6P612T330,Polycrystalline,1.94,72,Multi-c-Si,9.5,46.1,8.87,37.2,47.7,-0.42,0.05,-0.32,-0.01,-0.42,1.76,36.05,7.12,33.8,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M335,335 W_72 cell monocrystalline module_1000V max system Vdc,N,335,307.1,Multiple Listing of Auxin Solar AXN6M612T335,Monocrystalline,1.94,72,Mono-c-Si,9.61,47,8.82,38,44.6,-0.42,0.04,-0.3,-0.02,-0.41,1.75,36.49,7.06,34.4,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-P335,335 W_72 cell polycrystalline module_1000V max system Vdc,N,335,302.7,Multiple Listing of Auxin Solar AXN6P612T335,Polycrystalline,1.94,72,Multi-c-Si,9.56,46.4,8.94,37.6,47.7,-0.42,0.05,-0.32,-0.01,-0.42,1.78,36.37,7.17,34.1,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M340,340 W_72 cell monocrystalline module_1000V max system Vdc,N,340,311.8,Multiple Listing of Auxin Solar AXN6M612T340,Monocrystalline,1.94,72,Mono-c-Si,9.64,47.2,8.96,38.3,44.6,-0.42,0.04,-0.3,-0.02,-0.41,1.77,36.82,7.18,34.7,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M345,345 W_72 cell monocrystalline module_1000V max system Vdc,N,345,315.8,Multiple Listing of Auxin Solar AXN6M612T345,Polycrystalline,1.94,72,Mono-c-Si,9.72,47.3,8.98,38.4,44.6,-0.43,0.04,-0.3,-0.02,-0.41,1.78,36.9,7.19,34.7,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M350,350 W_72 cell monocrystalline module_1000V max system Vdc,N,350,320.5,Multiple Listing of Auxin Solar AXN6M612T350,Monocrystalline,1.94,72,Mono-c-Si,9.81,47.4,9.1,38.5,44.6,-0.43,0.04,-0.3,-0.02,-0.41,1.8,36.97,7.29,34.8,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M355,355 W_72 cell monocrystalline module_1000V max system Vdc,N,355,325.5,Multiple Listing of Auxin Solar AXN6M612T355,Monocrystalline,1.94,72,Mono-c-Si,9.9,47.5,9.21,38.6,46.7,-0.386,0.042,-0.282,-0.005,-0.381,1.82,37.51,7.38,35.4,,,,,,,,,,,,,,,,9/4/2018,
