Manufacturer,Model Number,Description,BIPV,Nameplate Pmax,PTC,Notes,Family,A_c,N_s,Technology,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_low,VPmax_low,IPmax_NOCT,VPmax_NOCT,NREL Autosolver Date,NREL Autosolver Time,a_ref,I_L_ref,I_o_ref,R_s_ref,R_sh_ref,Adj,Mounting,N_p,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Seraphim Energy Group Inc.,SEG-6MA-350WW,350 W Monocrystalline Module,N,350,317.2,Multiple Listing of Seraphim Solar System SRP-350-6MA,Monocrystalline,1.94,72,Mono-c-Si,9.51,47,9.19,38.1,45.7,-0.4533,0.0471,-0.285,-0.0178,-0.3766,1.78,37.33,7.12,35.36,,,,,,,,,,,,,,,,6/1/2017,11/1/2017
Seraphim Energy Group Inc.,SEG-BMA-350WW,350 W_144 half cell monocrystalline module_white backsheet and frame_1500V max system Vdc,N,350,322.7,,Monocrystalline,1.954,72,Mono-c-Si,9.42,46.6,8.98,39,45.2,-0.3855,0.0358,-0.2903,-0.0163,-0.3714,1.85,36.41,7.3,35.84,,,,,,,,,,2,,,,,,9/17/2018,
Seraphim Energy Group Inc.,SEG-E11A-350,350 W Polycrystalline Module,N,350,318.6,,Polycrystalline,2.03,408,Multi-c-Si,10.2,43.7,9.85,35.55,44.6,-0.451,0.1,-0.4,-0.002,-0.4498,1.81,33.44,7.83,32.58,,,,,,,,,,,,,,,,10/1/2017,2/1/2018
Seraphim Energy Group Inc.,SEG-6MA-355BB,355 W Monocrystalline Module,N,355,322.7,,Monocrystalline,1.94,1,Mono-c-Si,9.61,47.2,9.27,38.3,45.46,-0.447,0.061,-0.354,0.007,-0.379,1.796,37.8,7.048,35.041,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Energy Group Inc.,SEG-6MA-355BW,355 W Monocrystalline Module,N,355,322.7,,Monocrystalline,1.94,1,Mono-c-Si,9.61,47.2,9.27,38.3,45.46,-0.447,0.061,-0.354,0.007,-0.379,1.796,37.8,7.048,35.041,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Energy Group Inc.,SEG-6MA-355WB,370 W Monocrystalline Module,N,355,323.9,,Monocrystalline,1.63,1,Mono-c-Si,9.61,47.2,9.27,38.3,45.7,-0.4533,0.0471,-0.285,-0.0178,-0.3766,1.78,37.33,7.12,35.36,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Energy Group Inc.,SEG-6MA-355WW,355 W Monocrystalline Module,N,355,321.9,Multiple Listing of Seraphim Solar System SRP-355-6MA,Monocrystalline,1.94,72,Mono-c-Si,9.61,47.2,9.27,38.3,45.7,-0.4533,0.0471,-0.285,-0.0178,-0.3766,1.78,37.33,7.12,35.36,,,,,,,,,,,,,,,,6/1/2017,11/1/2017
Seraphim Energy Group Inc.,SEG-BMA-355WW,355 W_144 half cell monocrystalline module_white backsheet and frame_1500V max system Vdc,N,355,327.4,,Monocrystalline,1.954,72,Mono-c-Si,9.47,46.9,9.03,39.3,45.2,-0.3855,0.0358,-0.2903,-0.0163,-0.3714,1.86,36.69,7.35,36.12,,,,,,,,,,2,,,,,,9/17/2018,
Seraphim Energy Group Inc.,SEG-E11A-355,355 W Polycrystalline Module,N,355,323.3,,Polycrystalline,2.03,408,Multi-c-Si,10.29,43.9,9.95,35.7,44.6,-0.451,0.1,-0.4,-0.002,-0.4498,1.81,33.44,7.83,32.58,,,,,,,,,,,,,,,,10/1/2017,2/1/2018
Seraphim Energy Group Inc.,SEG-6MA-360BB,360 W Monocrystalline Module,N,360,327.4,,Monocrystalline,1.94,1,Mono-c-Si,9.7,47.4,9.36,38.5,45.46,-0.447,0.061,-0.354,0.007,-0.379,1.796,37.8,7.048,35.041,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Energy Group Inc.,SEG-6MA-360BW,360 W Monocrystalline Module,N,360,327.4,,Monocrystalline,1.94,1,Mono-c-Si,9.7,47.4,9.36,38.5,45.46,-0.447,0.061,-0.354,0.007,-0.379,1.796,37.8,7.048,35.041,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Energy Group Inc.,SEG-6MA-360WW,360 W Monocrystalline Module,N,360,329.5,Multiple Listing of Seraphim Solar System SRP-360-6MA,Monocrystalline,1.876,72,Mono-c-Si,9.7,47.4,9.36,38.5,46.5,-0.402,0.039,-0.286,-0.009,-0.393,1.87,37.75,7.51,35.42,,,,,,,,,,1,Flat Plate,0.97,1.934,1,0.196090278,6/1/2017,
Seraphim Energy Group Inc.,SEG-BMA-360WW,360 W_144 half cell monocrystalline module_white backsheet and frame_1500V max system Vdc,N,360,332.2,,Monocrystalline,1.954,72,Mono-c-Si,9.53,47.2,9.09,39.6,45.2,-0.3855,0.0358,-0.2903,-0.0163,-0.3714,1.87,36.97,7.39,36.4,,,,,,,,,,2,,,,,,9/17/2018,
Seraphim Energy Group Inc.,SEG-E01A-360,360 W Monocrystalline Module,N,360,327.7,,Monocrystalline,2.04,408,Mono-c-Si,10.45,43.7,10.12,35.6,44.4,-0.459,0.1,-0.3,-0.029,-0.4362,1.89,34.8,8.01,33.2,,,,,,,,,,,,,,,,10/1/2017,
Seraphim Energy Group Inc.,SEG-E11A-360,360 W Polycrystalline Module,N,360,328,,Polycrystalline,2.03,408,Multi-c-Si,10.39,44.1,10.05,35.85,44.6,-0.451,0.1,-0.4,-0.002,-0.4498,1.81,33.44,7.83,32.58,,,,,,,,,,,,,,,,10/1/2017,2/1/2018
Seraphim Energy Group Inc.,SEG-6MA-365BB,365 W Monocrystalline Module,N,365,332.1,,Monocrystalline,1.94,1,Mono-c-Si,9.78,47.6,9.44,38.7,45.46,-0.447,0.061,-0.354,0.007,-0.379,1.796,37.8,7.048,35.041,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Energy Group Inc.,SEG-6MA-365BW,365 W Monocrystalline Module,N,365,332.1,,Monocrystalline,1.94,1,Mono-c-Si,9.78,47.6,9.44,38.7,45.46,-0.447,0.061,-0.354,0.007,-0.379,1.796,37.8,7.048,35.041,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Energy Group Inc.,SEG-BMA-365WW,365 W_144 half cell monocrystalline module_white backsheet and frame_1500V max system Vdc,N,365,336.9,,Monocrystalline,1.954,72,Mono-c-Si,9.58,47.5,9.15,39.9,45.2,-0.3855,0.0358,-0.2903,-0.0163,-0.3714,1.88,37.25,7.44,36.67,,,,,,,,,,2,,,,,,9/17/2018,
Seraphim Energy Group Inc.,SEG-E01A-365,365 W Monocrystalline Module,N,365,332.4,,Monocrystalline,2.04,408,Mono-c-Si,10.56,43.9,10.2,35.8,44.4,-0.459,0.1,-0.3,-0.029,-0.4362,1.89,34.8,8.01,33.2,,,,,,,,,,,,,,,,10/1/2017,
Seraphim Energy Group Inc.,SEG-E11A-365,365 W Polycrystalline Module,N,365,332.7,,Polycrystalline,2.03,408,Multi-c-Si,10.49,44.3,10.13,36.05,44.6,-0.451,0.1,-0.4,-0.002,-0.4498,1.81,33.44,7.83,32.58,,,,,,,,,,,,,,,,10/1/2017,2/1/2018
Seraphim Energy Group Inc.,SEG-BMA-370WW,370 W_144 half cell monocrystalline module_white backsheet and frame_1500V max system Vdc,N,370,341.7,,Monocrystalline,1.954,72,Mono-c-Si,9.63,47.8,9.2,40.2,45.2,-0.3855,0.0358,-0.2903,-0.0163,-0.3714,1.89,37.53,7.48,36.95,,,,,,,,,,2,,,,,,9/17/2018,
Seraphim Energy Group Inc.,SEG-E01A-370,370 W Monocrystalline Module,N,370,337.1,,Monocrystalline,2.04,408,Mono-c-Si,10.65,44.1,10.28,36,44.4,-0.459,0.1,-0.3,-0.029,-0.4362,1.89,34.8,8.01,33.2,,,,,,,,,,,,,,,,10/1/2017,
Seraphim Energy Group Inc.,SEG-E11A-370,370 W Polycrystalline Module,N,370,337.4,,Polycrystalline,2.03,408,Multi-c-Si,10.58,44.5,10.21,36.25,44.6,-0.451,0.1,-0.4,-0.002,-0.4498,1.81,33.44,7.83,32.58,,,,,,,,,,,,,,,,10/1/2017,2/1/2018
Seraphim Energy Group Inc.,SEG-BMA-375WW,375 W_144 half cell monocrystalline module_white backsheet and frame_1500V max system Vdc,N,375,346.4,,Monocrystalline,1.954,72,Mono-c-Si,9.7,48.1,9.26,40.5,45.2,-0.3855,0.0358,-0.2903,-0.0163,-0.3714,1.91,37.81,7.53,37.22,,,,,,,,,,2,,,,,,9/17/2018,
Seraphim Energy Group Inc.,SEG-E01A-375,375 W Monocrystalline Module,N,375,341.8,,Monocrystalline,2.04,408,Mono-c-Si,10.74,44.3,10.36,36.2,44.4,-0.459,0.1,-0.3,-0.029,-0.4362,1.89,34.8,8.01,33.2,,,,,,,,,,,,,,,,10/1/2017,
Seraphim Energy Group Inc.,SEG-E11A-375,375 W Polycrystalline Module,N,375,342.1,,Polycrystalline,2.03,408,Multi-c-Si,10.68,44.7,10.29,36.45,44.6,-0.451,0.1,-0.4,-0.002,-0.4498,1.81,33.44,7.83,32.58,,,,,,,,,,,,,,,,10/1/2017,2/1/2018
Seraphim Energy Group Inc.,SEG-E01A-380,380 W Monocrystalline Module,N,380,346.5,,Monocrystalline,2.04,408,Mono-c-Si,10.84,44.5,10.44,36.4,44.4,-0.459,0.1,-0.3,-0.029,-0.4362,1.89,34.8,8.01,33.2,,,,,,,,,,,,,,,,10/1/2017,
Seraphim Energy Group Inc.,SEG-E01A-385,385 W Monocrystalline Module,N,385,351.2,,Monocrystalline,2.04,408,Mono-c-Si,10.93,44.7,10.52,36.6,44.4,-0.459,0.1,-0.3,-0.029,-0.4362,1.89,34.8,8.01,33.2,,,,,,,,,,,,,,,,10/1/2017,
Seraphim Energy Group Inc.,SEG-E01A-390,390 W Monocrystalline Module,N,390,355.9,,Monocrystalline,2.04,408,Mono-c-Si,11.02,44.9,10.6,36.8,44.4,-0.459,0.1,-0.3,-0.029,-0.4362,1.89,34.8,8.01,33.2,,,,,,,,,,,,,,,,10/1/2017,
Seraphim Solar System Co._Ltd.,SRP-180-5MB,180 W Monocrystalline Module,N,180,162.4,,Monocrystalline,1.277,72,Mono-c-Si,5.31,44.9,4.97,36.21,46.3,-0.4307,0.0745,-0.387,0.0227,-0.4503,1.01,35.75,4.07,32.67,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.199983661,,
Seraphim Solar System Co._Ltd.,SRP-185-5MB,185 W Monocrystalline Module,N,185,167,,Monocrystalline,1.277,72,Mono-c-Si,5.44,45,5.09,36.31,46.3,-0.4307,0.0745,-0.387,0.0227,-0.4503,1.03,35.85,4.17,32.76,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.199983661,,
Seraphim Solar System Co._Ltd.,SRP-190-5MB,190 W Monocrystalline Module,N,190,171.6,,Monocrystalline,1.277,72,Mono-c-Si,5.57,45.1,5.22,36.41,46.3,-0.4307,0.0745,-0.387,0.0227,-0.4503,1.06,35.95,4.27,32.85,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.199983661,,
Seraphim Solar System Co._Ltd.,SRP-195-5MB,195 W Monocrystalline Module,N,195,177.7,,Monocrystalline,1.277,72,Mono-c-Si,5.71,45.2,5.35,36.46,45.1,-0.4214,0.0448,-0.316,-0.011,-0.4118,1.11,35.9,4.31,33.28,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.204353846,,
Seraphim Solar System Co._Ltd.,SRP-200-5MB,200 W Monocrystalline Module,N,200,182.4,,Monocrystalline,1.277,72,Mono-c-Si,5.84,45.3,5.47,36.58,45.1,-0.4214,0.0448,-0.316,-0.011,-0.4118,1.13,36.01,4.41,33.39,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.2034565,,
Seraphim Solar System Co._Ltd.,SRP-205-5MB,205 W Monocrystalline Module,N,205,187,,Monocrystalline,1.277,72,Mono-c-Si,5.98,45.4,5.6,36.7,45.1,-0.4214,0.0448,-0.316,-0.011,-0.4118,1.16,36.14,4.52,33.5,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.204499512,,
Seraphim Solar System Co._Ltd.,SRP-210-5MB,210 W Monocrystalline Module,N,210,191.7,,Monocrystalline,1.277,72,Mono-c-Si,5.91,45.7,5.62,37.4,45.1,-0.4214,0.0448,-0.316,-0.011,-0.4118,1.16,36.83,4.53,34.14,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.203441905,,
Seraphim Solar System Co._Ltd.,SRP-220-6PC,220 W Polycrystalline Module,N,220,198,,Polycrystalline,1.47,54,Multi-c-Si,8.74,33.3,8.19,27,47.5,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.6,26.59,6.4,24.4,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.193381818,,
Seraphim Solar System Co._Ltd.,SRP-225-6PC,225 W Polycrystalline Module,N,225,202.7,,Polycrystalline,1.47,54,Multi-c-Si,8.92,33.4,8.35,27.2,47.5,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.64,26.78,6.52,24.58,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.195196444,,
Seraphim Solar System Co._Ltd.,SRP-230-6PB,230 W Polycrystalline Module,N,230,207,,Polycrystalline,1.627,60,Multi-c-Si,8.32,36.6,7.79,29.52,46.8,-0.431,0.0977,-0.4039,0.0157,-0.4184,1.6,28.97,6.38,27.17,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.201956965,,
Seraphim Solar System Co._Ltd.,SRP-230-6PC,230 W Polycrystalline Module,N,230,207.3,,Polycrystalline,1.47,54,Multi-c-Si,9.03,33.5,8.46,27.2,47.5,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.66,26.78,6.61,24.58,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.193281739,,
Seraphim Solar System Co._Ltd.,SRP-235-6MC,235 W Monocrystalline Module,N,235,210.3,,Monocrystalline,1.47,54,Mono-c-Si,9.01,34.3,8.46,27.8,49.1,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.69,27.53,6.71,25.02,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.197981702,,
Seraphim Solar System Co._Ltd.,SRP-235-6PB,235 W Polycrystalline Module,N,235,211.6,,Polycrystalline,1.627,60,Multi-c-Si,8.48,36.7,7.94,29.6,46.8,-0.431,0.0977,-0.4039,0.0157,-0.4184,1.63,29.04,6.51,27.24,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.201956965,,
Seraphim Solar System Co._Ltd.,SRP-235-6PC,235 W Polycrystalline Module,N,235,211.9,,Polycrystalline,1.47,54,Multi-c-Si,9.2,33.6,8.62,27.3,47.5,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.69,26.88,6.73,24.67,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.193307234,,
Seraphim Solar System Co._Ltd.,SRP-240-6MC,240 W Monocrystalline Module,N,240,214.9,,Monocrystalline,1.47,54,Mono-c-Si,9.18,34.4,8.61,27.9,49.1,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.71,27.63,6.82,25.11,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.19686375,,
Seraphim Solar System Co._Ltd.,SRP-240-6PB,240 W Polycrystalline Module,N,240,216.2,,Polycrystalline,1.627,60,Multi-c-Si,8.6,36.9,8.05,29.8,46.8,-0.431,0.0977,-0.4039,0.0157,-0.4184,1.66,29.25,6.6,27.43,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.201956965,,
Seraphim Solar System Co._Ltd.,SRP-240-6PC,240 W Polycrystalline Module,N,240,216.6,,Polycrystalline,1.47,54,Multi-c-Si,9.37,33.7,8.77,27.4,47.5,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.72,26.98,6.85,24.76,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.193356667,,
Seraphim Solar System Co._Ltd.,SRP-245-6MC,245 W Monocrystalline Module,N,245,219.5,,Monocrystalline,1.47,54,Mono-c-Si,9.25,34.5,8.75,28,49.1,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.74,27.73,6.94,25.2,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.196939592,,
Seraphim Solar System Co._Ltd.,SRP-245-6PB,245 W Polycrystalline Module,N,245,222.3,,Polycrystalline,1.627,60,Multi-c-Si,8.76,37,8.21,29.86,45.6,-0.4272,0.0497,-0.3135,-0.006,-0.413,1.74,28.42,6.52,26.87,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.20184,,
Seraphim Solar System Co._Ltd.,SRP-250-6MC,250 W Monocrystalline Module,N,250,224.1,,Monocrystalline,1.47,54,Mono-c-Si,9.3,34.6,8.9,28.1,49.1,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.77,27.83,7.05,25.29,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.1970364,,
Seraphim Solar System Co._Ltd.,SRP-250-6PB,250 W Polycrystalline Module,N,250,227,,Polycrystalline,1.627,60,Multi-c-Si,8.92,37.1,8.35,29.9,45.6,-0.4272,0.0497,-0.3135,-0.006,-0.413,1.77,28.46,6.64,26.91,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.2014968,,
Seraphim Solar System Co._Ltd.,SRP-255-6MC,255 W Monocrystalline Module,N,255,228.7,,Monocrystalline,1.47,54,Mono-c-Si,9.35,34.7,8.98,28.4,49.1,-0.422,0.0506,-0.3156,-0.0071,-0.4153,1.77,28.25,7.06,25.81,,,,,,,,,Rack,1,Flat Plate,0.992,1.482,1,0.196457049,,
Seraphim Solar System Co._Ltd.,SRP-255-6PB,255 W Polycrystalline Module,N,255,231.7,,Polycrystalline,1.627,60,Multi-c-Si,9.02,37.2,8.45,30.19,45.6,-0.4272,0.0497,-0.3135,-0.006,-0.413,1.79,28.74,6.71,27.17,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.201743529,,
Seraphim Solar System Co._Ltd.,SRP-260-6MB,260 W Monocrystalline Module,N,260,231.8,,Monocrystalline,1.627,60,Mono-c-Si,9.1,37.6,8.53,30.5,50.1,-0.418,0.0497,-0.3135,-0.006,-0.413,1.7,30.42,6.77,27.49,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.1989,,
Seraphim Solar System Co._Ltd.,SRP-260-6PB,260 W Polycrystalline Module,N,260,236.3,,Polycrystalline,1.627,60,Multi-c-Si,9.17,37.3,8.59,30.3,45.6,-0.4272,0.0497,-0.3135,-0.006,-0.413,1.82,28.84,6.83,27.27,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.20188,,
Seraphim Solar System Co._Ltd.,SRP-265-5MA,265 W Monocrystalline Module,N,265,237.2,,Monocrystalline,1.681,96,Mono-c-Si,5.68,60.5,5.45,48.7,49.5,-0.412,0.0466,-0.3163,-0.0037,-0.4082,1.11,47.41,4.45,43.94,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.198585283,,
Seraphim Solar System Co._Ltd.,SRP-265-6MB,265 W Monocrystalline Module,N,265,236.4,,Monocrystalline,1.627,60,Mono-c-Si,9.13,37.7,8.36,30.6,50.1,-0.418,0.0497,-0.3135,-0.006,-0.413,1.67,30.52,6.64,27.58,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.192333585,,
Seraphim Solar System Co._Ltd.,SRP-265-6PB,265 W Polycrystalline Module,N,265,241,Multiple Listing of Seraphim Energy Group Inc.,Polycrystalline,1.627,60,Multi-c-Si,9.32,37.4,8.72,30.4,45.6,-0.4272,0.0497,-0.3135,-0.006,-0.413,1.84,28.94,6.93,27.36,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.200941887,,
Seraphim Solar System Co._Ltd.,SRP-270-5MA,270 W Monocrystalline Module,N,270,241.9,,Monocrystalline,1.681,96,Mono-c-Si,5.78,60.6,5.53,48.9,49.5,-0.412,0.0466,-0.3163,-0.0037,-0.4082,1.13,47.61,4.52,44.12,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.199256667,,
Seraphim Solar System Co._Ltd.,SRP-270-6MB,270 W Monocrystalline Module,N,270,241,,Monocrystalline,1.627,60,Mono-c-Si,9.26,37.8,8.8,30.7,50.1,-0.418,0.0497,-0.3135,-0.006,-0.413,1.75,30.62,6.99,27.67,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.198462963,,
Seraphim Solar System Co._Ltd.,SRP-270-6PB,270 W Polycrystalline Module,N,270,243.4,,Polycrystalline,1.63,60,Multi-c-Si,8.94,38.5,8.63,31.3,46.5,-0.4475,0.0428,-0.251,-0.0115,-0.3268,1.7,30.15,6.88,28.62,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-275-5MA,275 W Monocrystalline Module,N,275,246.5,,Monocrystalline,1.681,96,Mono-c-Si,5.87,60.8,5.57,49.4,49.5,-0.412,0.0466,-0.3163,-0.0037,-0.4082,1.14,48.09,4.55,44.57,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.199354909,,
Seraphim Solar System Co._Ltd.,SRP-275-6MB,275 W Monocrystalline Module,N,275,245.6,,Monocrystalline,1.627,60,Mono-c-Si,9.45,38.1,8.81,31.2,50.1,-0.418,0.0497,-0.3135,-0.006,-0.413,1.76,31.12,6.99,28.12,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.199168,,
Seraphim Solar System Co._Ltd.,SRP-275-6PA,275 W Polycrystalline Module,N,275,247.5,,Polycrystalline,1.94,72,Multi-c-Si,8.25,44,7.72,35.6,46.8,-0.431,0.0977,-0.4039,0.0157,-0.4184,1.58,35.62,6.38,33.08,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.205209405,,
Seraphim Solar System Co._Ltd.,SRP-275-6PB,275 W Polycrystalline Module,N,275,248,,Polycrystalline,1.63,60,Multi-c-Si,9.02,38.8,8.71,31.6,46.5,-0.4475,0.0428,-0.251,-0.0115,-0.3268,1.7,30.15,6.88,28.62,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-280-5MA,280 W Monocrystalline Module,N,280,251.1,,Monocrystalline,1.681,96,Mono-c-Si,5.98,60.8,5.66,49.6,49.5,-0.412,0.0466,-0.3163,-0.0037,-0.4082,1.16,48.29,4.62,44.75,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.200058571,,
Seraphim Solar System Co._Ltd.,SRP-280-6MB,280 W Monocrystalline Module,N,280,250.2,,Monocrystalline,1.627,60,Mono-c-Si,9.5,38.2,8.95,31.3,50.1,-0.418,0.0497,-0.3135,-0.006,-0.413,1.78,31.22,7.1,28.21,,,,,,,,,Rack,1,Flat Plate,0.992,1.64,1,0.19847,,
Seraphim Solar System Co._Ltd.,SRP-280-6PA,280 W Polycrystalline Module,N,280,252.1,,Polycrystalline,1.94,72,Multi-c-Si,8.4,44.1,7.87,35.6,46.8,-0.431,0.0977,-0.4039,0.0157,-0.4184,1.61,35.62,6.5,33.08,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.205209405,,
Seraphim Solar System Co._Ltd.,SRP-285-5MA,285 W Monocrystalline Module,N,285,255.7,,Monocrystalline,1.681,96,Mono-c-Si,6.07,60.9,5.73,49.8,49.5,-0.412,0.0466,-0.3163,-0.0037,-0.4082,1.17,48.48,4.68,44.93,,,,,,,,,Rack,1,Flat Plate,1.064,1.58,1,0.199023158,,
Seraphim Solar System Co._Ltd.,SRP-285-6MB,285 W Monocrystalline Module,N,285,258.3,,Monocrystalline,1.63,60,Mono-c-Si,9.33,39.1,9.05,31.5,45.8,-0.446,0.0343,-0.2326,-0.0124,-0.3107,1.79,31.03,7.18,29.32,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-285-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,Y,285,260.1,,Monocrystalline,1.57,60,Mono-c-Si,9.33,39.1,9.05,31.5,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-285-6PA,285 W Polycrystalline Module,N,285,256.7,,Polycrystalline,1.94,72,Multi-c-Si,8.53,44.2,7.99,35.68,46.8,-0.431,0.0977,-0.4039,0.0157,-0.4184,1.64,35.7,6.6,33.15,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.205209405,,
Seraphim Solar System Co._Ltd.,SRP-290-6MA,290 W Monocrystalline Module,N,290,260.3,,Monocrystalline,1.94,72,Mono-c-Si,8.55,44.9,8.02,36.2,48.5,-0.4146,0.0498,-0.3113,-0.0047,-0.4109,1.61,36.1,6.39,32.97,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.200417241,,
Seraphim Solar System Co._Ltd.,SRP-290-6MB,290 W Monocrystalline Module,N,290,263,,Monocrystalline,1.63,60,Mono-c-Si,9.44,39.3,9.15,31.7,45.8,-0.446,0.0343,-0.2326,-0.0124,-0.3107,1.79,31.03,7.18,29.32,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-290-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,Y,290,264.8,,Monocrystalline,1.57,60,Mono-c-Si,9.44,39.3,9.15,31.7,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-290-6PA,290 W Polycrystalline Module,N,290,261.3,,Polycrystalline,1.94,72,Multi-c-Si,8.65,44.3,8.1,35.8,46.8,-0.431,0.0977,-0.4039,0.0157,-0.4184,1.66,35.82,6.69,33.27,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.205209405,,
Seraphim Solar System Co._Ltd.,SRP-295-6MA,295 W Monocrystalline Module,N,295,264.9,,Monocrystalline,1.94,72,Mono-c-Si,8.68,44.7,8.13,36.3,48.5,-0.4146,0.0498,-0.3113,-0.0047,-0.4109,1.63,36.2,6.47,33.06,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.200020339,,
Seraphim Solar System Co._Ltd.,SRP-295-6MB,295 W Monocrystalline Module,N,295,267.7,,Monocrystalline,1.63,60,Mono-c-Si,9.56,39.5,9.25,31.9,45.8,-0.446,0.0343,-0.2326,-0.0124,-0.3107,1.79,31.03,7.18,29.32,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-295-6MB-BB,60 Cell Mono c-Si PV Module Black Backsheet,Y,295,269.5,,Monocrystalline,1.57,60,Mono-c-Si,9.56,39.5,9.25,31.9,46.9,-0.4,0.038,-0.286,-0.006,-0.394,1.757,31.293,7.066,29.196,,,,,,,,,,,,,,,,9/1/2017,
Seraphim Solar System Co._Ltd.,SRP-295-6PA,295 W Polycrystalline Module,N,295,264.4,,Polycrystalline,1.94,72,Multi-c-Si,8.78,44.4,8.22,35.9,48.6,-0.4192,0.0557,-0.3164,-0.0035,-0.4152,1.62,35.71,6.47,32.63,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.196102373,,
Seraphim Solar System Co._Ltd.,SRP-300-6MA,300 W Monocrystalline Module,N,300,269.5,,Monocrystalline,1.94,72,Mono-c-Si,8.8,44.8,8.25,36.4,48.5,-0.4146,0.0498,-0.3113,-0.0047,-0.4109,1.66,36.3,6.57,33.15,,,,,,,,,Rack,1,Flat Plate,0.992,1.956,1,0.20086,,
